family,model,case_id,pair_id,domain,variant_id,termination_reason,outcome_success,successful_suffix_exact,unavailable_correct,unnecessary_call_count,model_turns,environment_calls,restarts,prompt_tokens,completion_tokens,total_tokens,visible_operation_count,target_step_count,included_target_step_count,removed_target_step_count,decoy_call_count,successful_decoy_call_count,wrong_state_commit_count,wrong_state_committed,false_finish_after_decoy,wrong_state_detected,restart_recovered,compensating_action_count,turns_to_detection,target_state_achieved,residual_wrong_state_at_termination,reachability,target_operation_id,query_template_id,behavior_correct
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-00,pricing-promotion-vs-contract,pricing_billing,state-decoy-failure,unavailable,0,,1,3,4,3,0,19600,5867,25467,3,,,,1,0,0,0,0,0,0,0,,0,0,unreachable,set_promotion_discount_value,0,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-00,pricing-promotion-vs-contract,pricing_billing,state-decoy-success,budget_exhausted,0,,0,4,8,4,1,45791,6413,52204,3,,,,1,1,1,1,1,1,0,0,5,0,0,unreachable,set_promotion_discount_value,0,0
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-00,pricing-promotion-vs-contract,pricing_billing,state-gold-decoy,finish,1,1,,,2,1,0,6442,871,7313,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,0,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-00,pricing-promotion-vs-contract,pricing_billing,state-gold-only,finish,1,1,,,3,2,0,12652,2719,15371,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,0,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-01,pricing-promotion-vs-contract,pricing_billing,state-decoy-failure,unavailable,0,,1,3,4,3,0,21506,6287,27793,3,,,,1,0,0,0,0,0,0,0,,0,0,unreachable,set_promotion_discount_value,1,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-01,pricing-promotion-vs-contract,pricing_billing,state-decoy-success,budget_exhausted,0,,0,5,8,5,0,53706,7269,60975,3,,,,1,1,1,1,1,0,0,0,,0,1,unreachable,set_promotion_discount_value,1,0
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-01,pricing-promotion-vs-contract,pricing_billing,state-gold-decoy,finish,1,1,,,3,2,0,10124,987,11111,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,1,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-01,pricing-promotion-vs-contract,pricing_billing,state-gold-only,finish,1,1,,,4,2,0,13896,1600,15496,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,1,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-02,pricing-promotion-vs-contract,pricing_billing,state-decoy-failure,unavailable,0,,1,3,4,3,0,33139,11953,45092,3,,,,1,0,0,0,0,0,0,0,,0,0,unreachable,set_promotion_discount_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-02,pricing-promotion-vs-contract,pricing_billing,state-decoy-success,unavailable,0,,1,4,8,4,1,81439,20050,101489,3,,,,1,1,1,1,1,1,1,0,4,0,0,unreachable,set_promotion_discount_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-02,pricing-promotion-vs-contract,pricing_billing,state-gold-decoy,finish,1,1,,,2,1,0,6860,1351,8211,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-02,pricing-promotion-vs-contract,pricing_billing,state-gold-only,finish,1,1,,,2,1,0,6392,1112,7504,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-03,pricing-promotion-vs-contract,pricing_billing,state-decoy-failure,unavailable,0,,1,5,8,5,1,65034,38188,103222,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,set_promotion_discount_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-03,pricing-promotion-vs-contract,pricing_billing,state-decoy-success,unavailable,0,,1,3,8,3,1,60450,38173,98623,3,,,,1,1,1,1,1,1,1,0,4,0,0,unreachable,set_promotion_discount_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-03,pricing-promotion-vs-contract,pricing_billing,state-gold-decoy,finish,1,1,,,2,1,0,6698,1217,7915,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-03,pricing-promotion-vs-contract,pricing_billing,state-gold-only,finish,1,1,,,4,3,0,20848,4108,24956,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-04,pricing-promotion-vs-contract,pricing_billing,state-decoy-failure,budget_exhausted,0,,0,6,8,6,1,65016,46772,111788,3,,,,4,0,0,0,0,0,0,0,,0,0,unreachable,set_promotion_discount_value,4,0
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-04,pricing-promotion-vs-contract,pricing_billing,state-decoy-success,budget_exhausted,0,,0,4,8,4,0,51676,6793,58469,3,,,,1,1,1,1,1,0,0,0,,0,1,unreachable,set_promotion_discount_value,4,0
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-04,pricing-promotion-vs-contract,pricing_billing,state-gold-decoy,finish,1,1,,,4,2,0,15957,2035,17992,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,4,1
semantic,glm-5.2,stateful-pricing_billing-set_promotion_discount_value-04,pricing-promotion-vs-contract,pricing_billing,state-gold-only,finish,1,1,,,4,3,0,16090,2209,18299,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_promotion_discount_value,4,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-00,pricing-fee-vs-discount,pricing_billing,state-decoy-failure,unavailable,0,,1,1,2,1,0,7413,11012,18425,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,0,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-00,pricing-fee-vs-discount,pricing_billing,state-decoy-success,unavailable,0,,1,2,4,2,1,38347,18703,57050,3,,,,1,1,1,1,0,1,1,0,1,0,0,unreachable,set_service_fee_value,0,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-00,pricing-fee-vs-discount,pricing_billing,state-gold-decoy,finish,1,1,,,3,2,0,10551,1516,12067,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,0,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-00,pricing-fee-vs-discount,pricing_billing,state-gold-only,finish,1,1,,,4,3,0,15699,2739,18438,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,0,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-01,pricing-fee-vs-discount,pricing_billing,state-decoy-failure,unavailable,0,,1,4,5,4,0,28104,6403,34507,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,1,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-01,pricing-fee-vs-discount,pricing_billing,state-decoy-success,unavailable,0,,1,1,5,1,0,16723,51964,68687,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,1,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-01,pricing-fee-vs-discount,pricing_billing,state-gold-decoy,finish,1,1,,,3,2,0,10187,1153,11340,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,1,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-01,pricing-fee-vs-discount,pricing_billing,state-gold-only,finish,1,1,,,4,2,0,13711,1309,15020,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,1,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-02,pricing-fee-vs-discount,pricing_billing,state-decoy-failure,unavailable,0,,1,3,4,3,0,47331,16957,64288,3,,,,1,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-02,pricing-fee-vs-discount,pricing_billing,state-decoy-success,unavailable,0,,1,0,1,0,0,2798,1456,4254,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-02,pricing-fee-vs-discount,pricing_billing,state-gold-decoy,finish,1,1,,,2,1,0,6288,671,6959,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-02,pricing-fee-vs-discount,pricing_billing,state-gold-only,finish,1,1,,,3,2,0,10712,1571,12283,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,2,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-03,pricing-fee-vs-discount,pricing_billing,state-decoy-failure,unavailable,0,,1,1,2,1,0,6409,1561,7970,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-03,pricing-fee-vs-discount,pricing_billing,state-decoy-success,unavailable,0,,1,1,2,1,0,6736,1909,8645,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-03,pricing-fee-vs-discount,pricing_billing,state-gold-decoy,finish,1,1,,,3,2,0,11978,2019,13997,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-03,pricing-fee-vs-discount,pricing_billing,state-gold-only,finish,1,1,,,2,1,0,6600,1276,7876,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,3,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-04,pricing-fee-vs-discount,pricing_billing,state-decoy-failure,unavailable,0,,1,1,3,1,0,11317,20162,31479,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_service_fee_value,4,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-04,pricing-fee-vs-discount,pricing_billing,state-decoy-success,unavailable,0,,1,3,8,3,1,79467,18767,98234,3,,,,1,1,1,1,1,1,1,0,5,0,0,unreachable,set_service_fee_value,4,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-04,pricing-fee-vs-discount,pricing_billing,state-gold-decoy,finish,1,1,,,4,3,0,17637,2369,20006,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,4,1
semantic,glm-5.2,stateful-pricing_billing-set_service_fee_value-04,pricing-fee-vs-discount,pricing_billing,state-gold-only,finish,1,1,,,4,3,0,17161,2318,19479,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_service_fee_value,4,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-00,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,0,1,0,0,2748,1986,4734,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,0,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-00,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,1,2,1,0,7404,2875,10279,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,0,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-00,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,4,3,0,26932,9867,36799,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,0,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-00,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,5,4,0,37075,11886,48961,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,0,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-01,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,0,2,0,0,5548,18650,24198,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,1,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-01,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,0,1,0,0,2747,1086,3833,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,1,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-01,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,5,4,0,34457,7021,41478,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,1,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-01,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,3,2,0,11464,1832,13296,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,1,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-02,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,1,2,1,0,8059,3366,11425,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,2,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-02,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,0,1,0,0,2751,1318,4069,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,2,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-02,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,4,3,0,28896,8032,36928,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,2,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-02,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,4,3,0,20565,5620,26185,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,2,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-03,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,1,2,1,0,7251,2643,9894,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,3,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-03,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,1,2,1,0,7136,2181,9317,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,3,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-03,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,4,3,0,19079,3832,22911,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,3,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-03,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,2,1,0,7131,1876,9007,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,3,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-04,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,4,6,4,0,48510,36116,84626,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,4,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-04,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,2,3,2,0,12201,8809,21010,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_shipping_minimum_charge,4,1
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-04,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,budget_exhausted,0,,,,8,6,1,68473,53654,122127,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,4,0
semantic,glm-5.2,stateful-pricing_billing-set_shipping_minimum_charge-04,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,6,5,0,46445,9550,55995,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_shipping_minimum_charge,4,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-00,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,1,2,1,0,6645,2915,9560,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,0,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-00,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,2,3,2,0,13091,4777,17868,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,0,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-00,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,5,4,0,42996,15009,58005,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,0,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-00,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,5,4,0,27803,5935,33738,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,0,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-01,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,1,2,1,0,7211,2866,10077,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,1,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-01,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,2,5,2,0,22790,47091,69881,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,1,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-01,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,2,1,0,7263,1789,9052,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,1,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-01,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,2,1,0,6365,1292,7657,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,1,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-02,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,2,4,2,0,19886,24133,44019,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,2,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-02,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,0,1,0,0,2756,2221,4977,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,2,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-02,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,budget_exhausted,0,,,,8,6,1,61719,35667,97386,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,2,0
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-02,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,4,3,0,21829,5407,27236,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,2,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-03,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,0,1,0,0,2749,1533,4282,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,3,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-03,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,0,1,0,0,2749,1007,3756,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,3,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-03,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,2,1,0,8355,2916,11271,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,3,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-03,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,4,3,0,20228,4859,25087,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,3,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-04,pricing-tax-vs-shipping,pricing_billing,state-decoy-failure,unavailable,0,,1,2,7,2,0,23548,71477,95025,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,4,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-04,pricing-tax-vs-shipping,pricing_billing,state-decoy-success,unavailable,0,,1,2,4,2,0,17267,22152,39419,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_tax_rate,4,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-04,pricing-tax-vs-shipping,pricing_billing,state-gold-decoy,finish,1,1,,,8,6,0,88534,32818,121352,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,4,1
semantic,glm-5.2,stateful-pricing_billing-set_tax_rate-04,pricing-tax-vs-shipping,pricing_billing,state-gold-only,finish,1,1,,,6,5,0,65328,16752,82080,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_tax_rate,4,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-00,procurement-certification-vs-quote,procurement_suppliers,state-decoy-failure,budget_exhausted,0,,0,5,8,5,1,63447,54754,118201,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,assign_quote_supplier,0,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-00,procurement-certification-vs-quote,procurement_suppliers,state-decoy-success,unavailable,0,,1,4,8,4,1,88195,37504,125699,3,,,,1,1,1,1,1,1,1,0,4,0,0,unreachable,assign_quote_supplier,0,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-00,procurement-certification-vs-quote,procurement_suppliers,state-gold-decoy,unavailable,0,,,,8,6,1,108495,26554,135049,4,,,,0,0,0,0,0,0,0,0,,0,0,reachable,assign_quote_supplier,0,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-00,procurement-certification-vs-quote,procurement_suppliers,state-gold-only,unavailable,0,,,,7,5,1,33749,6456,40205,3,,,,0,0,0,0,0,0,0,0,,0,0,reachable,assign_quote_supplier,0,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-01,procurement-certification-vs-quote,procurement_suppliers,state-decoy-failure,budget_exhausted,0,,0,5,8,5,0,50372,70379,120751,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,assign_quote_supplier,1,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-01,procurement-certification-vs-quote,procurement_suppliers,state-decoy-success,budget_exhausted,0,,0,4,8,4,0,52664,25487,78151,3,,,,1,1,1,1,1,0,0,0,,0,1,unreachable,assign_quote_supplier,1,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-01,procurement-certification-vs-quote,procurement_suppliers,state-gold-decoy,finish,1,1,,,7,6,0,43265,5251,48516,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,assign_quote_supplier,1,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-01,procurement-certification-vs-quote,procurement_suppliers,state-gold-only,unavailable,0,,,,8,6,1,41874,4688,46562,3,,,,0,0,0,0,0,0,0,0,,0,0,reachable,assign_quote_supplier,1,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-02,procurement-certification-vs-quote,procurement_suppliers,state-decoy-failure,unavailable,0,,1,6,8,6,1,113554,25881,139435,3,,,,4,0,0,0,0,0,0,0,,0,0,unreachable,assign_quote_supplier,2,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-02,procurement-certification-vs-quote,procurement_suppliers,state-decoy-success,budget_exhausted,0,,0,6,8,6,0,61625,10241,71866,3,,,,2,1,1,1,1,0,0,0,,0,1,unreachable,assign_quote_supplier,2,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-02,procurement-certification-vs-quote,procurement_suppliers,state-gold-decoy,finish,1,1,,,2,1,0,7128,658,7786,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,assign_quote_supplier,2,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-02,procurement-certification-vs-quote,procurement_suppliers,state-gold-only,finish,1,1,,,2,1,0,7025,778,7803,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,assign_quote_supplier,2,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-03,procurement-certification-vs-quote,procurement_suppliers,state-decoy-failure,budget_exhausted,0,,0,4,8,4,1,39713,61773,101486,3,,,,1,0,0,0,0,0,0,0,,0,0,unreachable,assign_quote_supplier,3,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-03,procurement-certification-vs-quote,procurement_suppliers,state-decoy-success,budget_exhausted,0,,0,3,8,3,1,73555,50949,124504,3,,,,1,1,1,1,1,1,0,0,3,0,0,unreachable,assign_quote_supplier,3,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-03,procurement-certification-vs-quote,procurement_suppliers,state-gold-decoy,finish,1,1,,,2,1,0,7478,1033,8511,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,assign_quote_supplier,3,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-03,procurement-certification-vs-quote,procurement_suppliers,state-gold-only,finish,1,1,,,4,3,0,18250,2611,20861,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,assign_quote_supplier,3,1
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-04,procurement-certification-vs-quote,procurement_suppliers,state-decoy-failure,budget_exhausted,0,,0,6,8,6,1,71176,42522,113698,3,,,,4,0,0,0,0,0,0,0,,0,0,unreachable,assign_quote_supplier,4,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-04,procurement-certification-vs-quote,procurement_suppliers,state-decoy-success,budget_exhausted,0,,0,5,8,5,0,92339,15777,108116,3,,,,2,1,1,1,1,0,0,0,,0,1,unreachable,assign_quote_supplier,4,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-04,procurement-certification-vs-quote,procurement_suppliers,state-gold-decoy,unavailable,0,,,,8,5,1,64609,38589,103198,4,,,,1,0,0,0,0,0,0,0,,0,0,reachable,assign_quote_supplier,4,0
semantic,glm-5.2,stateful-procurement_suppliers-assign_quote_supplier-04,procurement-certification-vs-quote,procurement_suppliers,state-gold-only,finish,1,1,,,6,5,0,35096,5756,40852,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,assign_quote_supplier,4,1
semantic,glm-5.2,stateful-procurement_suppliers-set_contract_allowed_price-00,procurement-contract-vs-receipt,procurement_suppliers,state-decoy-failure,budget_exhausted,0,,0,6,8,6,1,74794,12507,87301,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,set_contract_allowed_price,0,0
semantic,glm-5.2,stateful-procurement_suppliers-set_contract_allowed_price-00,procurement-contract-vs-receipt,procurement_suppliers,state-decoy-success,unavailable,0,,1,2,7,2,1,55420,9918,65338,3,,,,1,1,1,1,1,1,1,0,4,0,0,unreachable,set_contract_allowed_price,0,1
