family,model,case_id,pair_id,domain,variant_id,termination_reason,outcome_success,successful_suffix_exact,unavailable_correct,unnecessary_call_count,model_turns,environment_calls,restarts,prompt_tokens,completion_tokens,total_tokens,visible_operation_count,target_step_count,included_target_step_count,removed_target_step_count,decoy_call_count,successful_decoy_call_count,wrong_state_commit_count,wrong_state_committed,false_finish_after_decoy,wrong_state_detected,restart_recovered,compensating_action_count,turns_to_detection,target_state_achieved,residual_wrong_state_at_termination,reachability,target_operation_id,query_template_id,behavior_correct
structural,glm-5.2,finance_ledger-budget_variance-02,,finance_ledger,baseline,finish,1,1,,,2,1,0,7157,356,7513,10,3,0,0,,,,,,,,,,,,reachable,resolve_budget_variance,2,1
structural,glm-5.2,finance_ledger-budget_variance-02,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3255,646,3901,9,3,0,0,,,,,,,,,,,,unreachable,resolve_budget_variance,2,1
structural,glm-5.2,finance_ledger-budget_variance-02,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33526,682,34208,30,3,3,0,,,,,,,,,,,,reachable,resolve_budget_variance,2,1
structural,glm-5.2,finance_ledger-budget_variance-02,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15504,1618,17122,28,3,1,2,,,,,,,,,,,,unreachable,resolve_budget_variance,2,1
structural,glm-5.2,finance_ledger-budget_variance-02,,finance_ledger,sub-operations-no-first,unavailable,0,,1,0,1,0,0,7620,2600,10220,29,3,2,1,,,,,,,,,,,,unreachable,resolve_budget_variance,2,1
structural,glm-5.2,finance_ledger-budget_variance-02,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,0,1,0,0,7199,983,8182,27,3,0,3,,,,,,,,,,,,unreachable,resolve_budget_variance,2,1
structural,glm-5.2,finance_ledger-budget_variance-02,,finance_ledger,sub-operations-no-last,unavailable,0,,1,2,5,2,0,42768,2689,45457,29,3,2,1,,,,,,,,,,,,unreachable,resolve_budget_variance,2,1
structural,glm-5.2,finance_ledger-budget_variance-03,,finance_ledger,baseline,finish,1,1,,,2,1,0,7138,346,7484,10,3,0,0,,,,,,,,,,,,reachable,resolve_budget_variance,0,1
structural,glm-5.2,finance_ledger-budget_variance-03,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3255,688,3943,9,3,0,0,,,,,,,,,,,,unreachable,resolve_budget_variance,0,1
structural,glm-5.2,finance_ledger-budget_variance-03,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33556,832,34388,30,3,3,0,,,,,,,,,,,,reachable,resolve_budget_variance,0,1
structural,glm-5.2,finance_ledger-budget_variance-03,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15276,2082,17358,28,3,1,2,,,,,,,,,,,,unreachable,resolve_budget_variance,0,1
structural,glm-5.2,finance_ledger-budget_variance-03,,finance_ledger,sub-operations-no-first,unavailable,0,,1,6,7,6,0,119455,14164,133619,29,3,2,1,,,,,,,,,,,,unreachable,resolve_budget_variance,0,1
structural,glm-5.2,finance_ledger-budget_variance-03,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,0,1,0,0,7199,1406,8605,27,3,0,3,,,,,,,,,,,,unreachable,resolve_budget_variance,0,1
structural,glm-5.2,finance_ledger-budget_variance-03,,finance_ledger,sub-operations-no-last,unavailable,0,,1,2,3,2,0,23980,1124,25104,29,3,2,1,,,,,,,,,,,,unreachable,resolve_budget_variance,0,1
structural,glm-5.2,finance_ledger-budget_variance-04,,finance_ledger,baseline,finish,1,1,,,2,1,0,7149,390,7539,10,3,0,0,,,,,,,,,,,,reachable,resolve_budget_variance,1,1
structural,glm-5.2,finance_ledger-budget_variance-04,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3254,694,3948,9,3,0,0,,,,,,,,,,,,unreachable,resolve_budget_variance,1,1
structural,glm-5.2,finance_ledger-budget_variance-04,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33518,772,34290,30,3,3,0,,,,,,,,,,,,reachable,resolve_budget_variance,1,1
structural,glm-5.2,finance_ledger-budget_variance-04,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15232,2960,18192,28,3,1,2,,,,,,,,,,,,unreachable,resolve_budget_variance,1,1
structural,glm-5.2,finance_ledger-budget_variance-04,,finance_ledger,sub-operations-no-first,unavailable,0,,1,6,7,6,0,85086,6462,91548,29,3,2,1,,,,,,,,,,,,unreachable,resolve_budget_variance,1,1
structural,glm-5.2,finance_ledger-budget_variance-04,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,0,1,0,0,7198,1125,8323,27,3,0,3,,,,,,,,,,,,unreachable,resolve_budget_variance,1,1
structural,glm-5.2,finance_ledger-budget_variance-04,,finance_ledger,sub-operations-no-last,unavailable,0,,1,2,5,2,0,42876,2390,45266,29,3,2,1,,,,,,,,,,,,unreachable,resolve_budget_variance,1,1
structural,glm-5.2,finance_ledger-fx_settlement-00,,finance_ledger,baseline,finish,1,1,,,2,1,0,7078,242,7320,10,3,0,0,,,,,,,,,,,,reachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-00,,finance_ledger,no-gold,unavailable,0,,1,6,7,6,0,37968,4293,42261,9,3,0,0,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-00,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33383,633,34016,30,3,3,0,,,,,,,,,,,,reachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-00,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,3,1,0,24413,2239,26652,28,3,1,2,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-00,,finance_ledger,sub-operations-no-first,unavailable,0,,1,6,8,6,1,100142,11326,111468,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-00,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,83466,8265,91731,27,3,0,3,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-00,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,77622,3659,81281,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,0
structural,glm-5.2,finance_ledger-fx_settlement-01,,finance_ledger,baseline,finish,1,1,,,2,1,0,7130,271,7401,10,3,0,0,,,,,,,,,,,,reachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-01,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3257,966,4223,9,3,0,0,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-01,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33441,640,34081,30,3,3,0,,,,,,,,,,,,reachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-01,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15204,2227,17431,28,3,1,2,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-01,,finance_ledger,sub-operations-no-first,unavailable,0,,1,5,7,5,1,78423,8772,87195,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-01,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,122568,17179,139747,27,3,0,3,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-01,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,71934,1979,73913,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,0
structural,glm-5.2,finance_ledger-fx_settlement-02,,finance_ledger,baseline,finish,1,1,,,2,1,0,7125,288,7413,10,3,0,0,,,,,,,,,,,,reachable,resolve_fx_settlement,2,1
structural,glm-5.2,finance_ledger-fx_settlement-02,,finance_ledger,no-gold,unavailable,0,,1,6,7,6,0,40662,5224,45886,9,3,0,0,,,,,,,,,,,,unreachable,resolve_fx_settlement,2,1
structural,glm-5.2,finance_ledger-fx_settlement-02,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33401,678,34079,30,3,3,0,,,,,,,,,,,,reachable,resolve_fx_settlement,2,1
structural,glm-5.2,finance_ledger-fx_settlement-02,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15163,1509,16672,28,3,1,2,,,,,,,,,,,,unreachable,resolve_fx_settlement,2,1
structural,glm-5.2,finance_ledger-fx_settlement-02,,finance_ledger,sub-operations-no-first,unavailable,0,,1,5,7,5,1,80152,7671,87823,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,2,1
structural,glm-5.2,finance_ledger-fx_settlement-02,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,95605,12761,108366,27,3,0,3,,,,,,,,,,,,unreachable,resolve_fx_settlement,2,1
structural,glm-5.2,finance_ledger-fx_settlement-02,,finance_ledger,sub-operations-no-last,unavailable,0,,1,2,4,2,0,34173,3569,37742,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,2,1
structural,glm-5.2,finance_ledger-fx_settlement-03,,finance_ledger,baseline,finish,1,1,,,2,1,0,7151,350,7501,10,3,0,0,,,,,,,,,,,,reachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-03,,finance_ledger,no-gold,unavailable,0,,1,6,7,6,0,37495,3928,41423,9,3,0,0,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-03,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33401,696,34097,30,3,3,0,,,,,,,,,,,,reachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-03,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15187,2680,17867,28,3,1,2,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-03,,finance_ledger,sub-operations-no-first,unavailable,0,,1,5,7,5,1,77248,9323,86571,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-03,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,5,6,5,0,59854,5207,65061,27,3,0,3,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-03,,finance_ledger,sub-operations-no-last,unavailable,0,,1,2,4,2,0,32884,2097,34981,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,0,1
structural,glm-5.2,finance_ledger-fx_settlement-04,,finance_ledger,baseline,finish,1,1,,,2,1,0,7088,283,7371,10,3,0,0,,,,,,,,,,,,reachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-04,,finance_ledger,no-gold,unavailable,0,,1,6,7,6,0,45850,5118,50968,9,3,0,0,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-04,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33475,719,34194,30,3,3,0,,,,,,,,,,,,reachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-04,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,3,1,0,23857,2481,26338,28,3,1,2,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-04,,finance_ledger,sub-operations-no-first,unavailable,0,,1,4,5,4,0,44856,3950,48806,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-04,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,81766,7691,89457,27,3,0,3,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,1
structural,glm-5.2,finance_ledger-fx_settlement-04,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,80575,4782,85357,29,3,2,1,,,,,,,,,,,,unreachable,resolve_fx_settlement,1,0
structural,glm-5.2,finance_ledger-journal_total-00,,finance_ledger,baseline,finish,1,1,,,2,1,0,7133,324,7457,10,3,0,0,,,,,,,,,,,,reachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-00,,finance_ledger,no-gold,unavailable,0,,1,1,2,1,0,6876,1008,7884,9,3,0,0,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-00,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33222,582,33804,30,3,3,0,,,,,,,,,,,,reachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-00,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15155,2158,17313,28,3,1,2,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-00,,finance_ledger,sub-operations-no-first,unavailable,0,,1,6,7,6,0,90675,10095,100770,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-00,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,7,6,0,65756,4243,69999,27,3,0,3,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-00,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,74558,2811,77369,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,0,0
structural,glm-5.2,finance_ledger-journal_total-01,,finance_ledger,baseline,finish,1,1,,,2,1,0,7138,334,7472,10,3,0,0,,,,,,,,,,,,reachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-01,,finance_ledger,no-gold,unavailable,0,,1,3,4,3,0,17359,2746,20105,9,3,0,0,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-01,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33382,672,34054,30,3,3,0,,,,,,,,,,,,reachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-01,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,3,1,0,26698,4300,30998,28,3,1,2,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-01,,finance_ledger,sub-operations-no-first,unavailable,0,,1,6,8,6,1,93294,6470,99764,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-01,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,76946,5068,82014,27,3,0,3,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-01,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,74164,3562,77726,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,1,0
structural,glm-5.2,finance_ledger-journal_total-02,,finance_ledger,baseline,finish,1,1,,,2,1,0,7117,288,7405,10,3,0,0,,,,,,,,,,,,reachable,resolve_journal_total,2,1
structural,glm-5.2,finance_ledger-journal_total-02,,finance_ledger,no-gold,unavailable,0,,1,2,3,2,0,11491,1897,13388,9,3,0,0,,,,,,,,,,,,unreachable,resolve_journal_total,2,1
structural,glm-5.2,finance_ledger-journal_total-02,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33334,620,33954,30,3,3,0,,,,,,,,,,,,reachable,resolve_journal_total,2,1
structural,glm-5.2,finance_ledger-journal_total-02,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15161,2367,17528,28,3,1,2,,,,,,,,,,,,unreachable,resolve_journal_total,2,1
structural,glm-5.2,finance_ledger-journal_total-02,,finance_ledger,sub-operations-no-first,unavailable,0,,1,5,6,5,0,59565,4642,64207,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,2,1
structural,glm-5.2,finance_ledger-journal_total-02,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,90167,8629,98796,27,3,0,3,,,,,,,,,,,,unreachable,resolve_journal_total,2,1
structural,glm-5.2,finance_ledger-journal_total-02,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,71118,1836,72954,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,2,0
structural,glm-5.2,finance_ledger-journal_total-03,,finance_ledger,baseline,finish,1,1,,,2,1,0,7137,339,7476,10,3,0,0,,,,,,,,,,,,reachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-03,,finance_ledger,no-gold,unavailable,0,,1,5,6,5,0,31123,4701,35824,9,3,0,0,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-03,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33373,673,34046,30,3,3,0,,,,,,,,,,,,reachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-03,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,3,1,0,24718,2835,27553,28,3,1,2,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-03,,finance_ledger,sub-operations-no-first,unavailable,0,,1,0,1,0,0,7618,5156,12774,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-03,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,82778,6768,89546,27,3,0,3,,,,,,,,,,,,unreachable,resolve_journal_total,0,1
structural,glm-5.2,finance_ledger-journal_total-03,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,74758,3241,77999,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,0,0
structural,glm-5.2,finance_ledger-journal_total-04,,finance_ledger,baseline,finish,1,1,,,2,1,0,7127,318,7445,10,3,0,0,,,,,,,,,,,,reachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-04,,finance_ledger,no-gold,unavailable,0,,1,1,2,1,0,6773,927,7700,9,3,0,0,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-04,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33406,684,34090,30,3,3,0,,,,,,,,,,,,reachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-04,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,4,1,0,33645,3245,36890,28,3,1,2,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-04,,finance_ledger,sub-operations-no-first,unavailable,0,,1,6,8,6,0,74721,5005,79726,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-04,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,8,6,1,76010,5013,81023,27,3,0,3,,,,,,,,,,,,unreachable,resolve_journal_total,1,1
structural,glm-5.2,finance_ledger-journal_total-04,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,70666,2071,72737,29,3,2,1,,,,,,,,,,,,unreachable,resolve_journal_total,1,0
structural,glm-5.2,finance_ledger-payment_status-00,,finance_ledger,baseline,finish,1,1,,,2,1,0,7237,441,7678,10,3,0,0,,,,,,,,,,,,reachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-00,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3267,753,4020,9,3,0,0,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-00,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33422,600,34022,30,3,3,0,,,,,,,,,,,,reachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-00,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,4,1,0,34919,4577,39496,28,3,1,2,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-00,,finance_ledger,sub-operations-no-first,unavailable,0,,1,5,6,5,0,69287,5817,75104,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-00,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,0,1,0,0,7195,1210,8405,27,3,0,3,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-00,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,3,8,3,1,73192,3819,77011,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,0,0
structural,glm-5.2,finance_ledger-payment_status-01,,finance_ledger,baseline,finish,1,1,,,2,1,0,7091,259,7350,10,3,0,0,,,,,,,,,,,,reachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-01,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3267,851,4118,9,3,0,0,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-01,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33386,596,33982,30,3,3,0,,,,,,,,,,,,reachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-01,,finance_ledger,sub-operations-first-only,unavailable,0,,1,2,8,2,1,76512,6622,83134,28,3,1,2,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-01,,finance_ledger,sub-operations-no-first,unavailable,0,,1,6,7,6,0,78898,6201,85099,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-01,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,0,1,0,0,7195,1479,8674,27,3,0,3,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-01,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,71135,1792,72927,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,1,0
structural,glm-5.2,finance_ledger-payment_status-02,,finance_ledger,baseline,finish,1,1,,,2,1,0,7219,388,7607,10,3,0,0,,,,,,,,,,,,reachable,resolve_payment_status,2,1
structural,glm-5.2,finance_ledger-payment_status-02,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3267,756,4023,9,3,0,0,,,,,,,,,,,,unreachable,resolve_payment_status,2,1
structural,glm-5.2,finance_ledger-payment_status-02,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33432,617,34049,30,3,3,0,,,,,,,,,,,,reachable,resolve_payment_status,2,1
structural,glm-5.2,finance_ledger-payment_status-02,,finance_ledger,sub-operations-first-only,unavailable,0,,1,2,6,2,0,58386,4465,62851,28,3,1,2,,,,,,,,,,,,unreachable,resolve_payment_status,2,1
structural,glm-5.2,finance_ledger-payment_status-02,,finance_ledger,sub-operations-no-first,unavailable,0,,1,1,2,1,0,18585,4130,22715,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,2,1
structural,glm-5.2,finance_ledger-payment_status-02,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,0,1,0,0,7195,1248,8443,27,3,0,3,,,,,,,,,,,,unreachable,resolve_payment_status,2,1
structural,glm-5.2,finance_ledger-payment_status-02,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,71613,1874,73487,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,2,0
structural,glm-5.2,finance_ledger-payment_status-03,,finance_ledger,baseline,finish,1,1,,,2,1,0,7201,420,7621,10,3,0,0,,,,,,,,,,,,reachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-03,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3267,1252,4519,9,3,0,0,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-03,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33400,651,34051,30,3,3,0,,,,,,,,,,,,reachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-03,,finance_ledger,sub-operations-first-only,unavailable,0,,1,2,8,2,1,76949,5234,82183,28,3,1,2,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-03,,finance_ledger,sub-operations-no-first,unavailable,0,,1,5,6,5,0,62424,5157,67581,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-03,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,6,7,6,0,64936,3499,68435,27,3,0,3,,,,,,,,,,,,unreachable,resolve_payment_status,0,1
structural,glm-5.2,finance_ledger-payment_status-03,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,72640,2233,74873,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,0,0
structural,glm-5.2,finance_ledger-payment_status-04,,finance_ledger,baseline,finish,1,1,,,2,1,0,7143,361,7504,10,3,0,0,,,,,,,,,,,,reachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-04,,finance_ledger,no-gold,unavailable,0,,1,0,1,0,0,3266,685,3951,9,3,0,0,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-04,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33371,598,33969,30,3,3,0,,,,,,,,,,,,reachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-04,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,4,1,0,32870,2450,35320,28,3,1,2,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-04,,finance_ledger,sub-operations-no-first,unavailable,0,,1,0,1,0,0,7615,1770,9385,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-04,,finance_ledger,sub-operations-no-gold,unavailable,0,,1,0,1,0,0,7194,1664,8858,27,3,0,3,,,,,,,,,,,,unreachable,resolve_payment_status,1,1
structural,glm-5.2,finance_ledger-payment_status-04,,finance_ledger,sub-operations-no-last,budget_exhausted,0,,0,4,8,4,1,70204,1538,71742,29,3,2,1,,,,,,,,,,,,unreachable,resolve_payment_status,1,0
structural,glm-5.2,finance_ledger-reconciliation_status-00,,finance_ledger,baseline,finish,1,1,,,2,1,0,7110,295,7405,10,3,0,0,,,,,,,,,,,,reachable,resolve_reconciliation_status,0,1
structural,glm-5.2,finance_ledger-reconciliation_status-00,,finance_ledger,no-gold,budget_exhausted,0,,0,4,8,4,0,54626,5908,60534,9,3,0,0,,,,,,,,,,,,unreachable,resolve_reconciliation_status,0,0
structural,glm-5.2,finance_ledger-reconciliation_status-00,,finance_ledger,sub-operations,finish,1,1,,,4,3,0,33377,625,34002,30,3,3,0,,,,,,,,,,,,reachable,resolve_reconciliation_status,0,1
structural,glm-5.2,finance_ledger-reconciliation_status-00,,finance_ledger,sub-operations-first-only,unavailable,0,,1,1,2,1,0,15509,2540,18049,28,3,1,2,,,,,,,,,,,,unreachable,resolve_reconciliation_status,0,1
structural,glm-5.2,finance_ledger-reconciliation_status-00,,finance_ledger,sub-operations-no-first,unavailable,0,,1,5,7,5,1,75970,6948,82918,29,3,2,1,,,,,,,,,,,,unreachable,resolve_reconciliation_status,0,1
