model,family,pair_id,case_id,cluster_id,domain,contrast,phenotype,high_margin,low_margin,effect
qwen3-4b,structural,structural:compliance_audit-retention_deadline-04:sub-operations-no-gold:pre_action,compliance_audit-retention_deadline-04,resolve_retention_deadline,compliance_audit,sub-operations-no-gold,budget_exhausted,-21.03955968262008,-17.26129769252603,3.7782619900940517
qwen3-4b,structural,structural:compliance_audit-retention_deadline-04:sub-operations-no-last:after_penultimate_success,compliance_audit-retention_deadline-04,resolve_retention_deadline,compliance_audit,sub-operations-no-last,budget_exhausted,-39.78622454385887,-20.670743027764452,19.11548151609442
qwen3-4b,structural,structural:compliance_audit-risk_rating-00:sub-operations-first-only:after_first_success,compliance_audit-risk_rating-00,resolve_risk_rating,compliance_audit,sub-operations-first-only,unavailable,-32.111438874232064,-29.79261922081082,2.3188196534212437
qwen3-4b,structural,structural:compliance_audit-risk_rating-00:sub-operations-no-first:pre_action,compliance_audit-risk_rating-00,resolve_risk_rating,compliance_audit,sub-operations-no-first,unavailable,-21.337219784746978,-18.06709568104025,3.2701241037067277
qwen3-4b,structural,structural:compliance_audit-risk_rating-00:sub-operations-no-gold:pre_action,compliance_audit-risk_rating-00,resolve_risk_rating,compliance_audit,sub-operations-no-gold,budget_exhausted,-21.337219784746978,-18.287530257305264,3.049689527441714
qwen3-4b,structural,structural:compliance_audit-risk_rating-00:sub-operations-no-last:after_penultimate_success,compliance_audit-risk_rating-00,resolve_risk_rating,compliance_audit,sub-operations-no-last,budget_exhausted,-40.286256875766085,-20.169170935401773,20.117085940364312
qwen3-4b,structural,structural:compliance_audit-risk_rating-01:sub-operations-first-only:after_first_success,compliance_audit-risk_rating-01,resolve_risk_rating,compliance_audit,sub-operations-first-only,budget_exhausted,-34.22490595608379,-37.04267116183063,-2.817765205746845
qwen3-4b,structural,structural:compliance_audit-risk_rating-01:sub-operations-no-first:pre_action,compliance_audit-risk_rating-01,resolve_risk_rating,compliance_audit,sub-operations-no-first,budget_exhausted,-21.113508994827207,-19.302804659371027,1.8107043354561796
qwen3-4b,structural,structural:compliance_audit-risk_rating-01:sub-operations-no-gold:pre_action,compliance_audit-risk_rating-01,resolve_risk_rating,compliance_audit,sub-operations-no-gold,unavailable,-21.113508994827207,-14.169391066952272,6.9441179278749345
qwen3-4b,structural,structural:compliance_audit-risk_rating-01:sub-operations-no-last:after_penultimate_success,compliance_audit-risk_rating-01,resolve_risk_rating,compliance_audit,sub-operations-no-last,budget_exhausted,-41.786230236091626,-24.81701787806449,16.969212358027136
qwen3-4b,structural,structural:compliance_audit-risk_rating-02:sub-operations-first-only:after_first_success,compliance_audit-risk_rating-02,resolve_risk_rating,compliance_audit,sub-operations-first-only,unavailable,-36.11146519157025,-39.288596827085904,-3.177131635515657
qwen3-4b,structural,structural:compliance_audit-risk_rating-02:sub-operations-no-first:pre_action,compliance_audit-risk_rating-02,resolve_risk_rating,compliance_audit,sub-operations-no-first,unavailable,-19.560783447612728,-17.643448845967725,1.9173346016450026
qwen3-4b,structural,structural:compliance_audit-risk_rating-02:sub-operations-no-gold:pre_action,compliance_audit-risk_rating-02,resolve_risk_rating,compliance_audit,sub-operations-no-gold,unavailable,-19.560783447612728,-18.248445104572184,1.312338343040544
qwen3-4b,structural,structural:compliance_audit-risk_rating-02:sub-operations-no-last:after_penultimate_success,compliance_audit-risk_rating-02,resolve_risk_rating,compliance_audit,sub-operations-no-last,budget_exhausted,-42.84874366486931,-19.827150782906912,23.0215928819624
qwen3-4b,structural,structural:compliance_audit-risk_rating-03:sub-operations-first-only:after_first_success,compliance_audit-risk_rating-03,resolve_risk_rating,compliance_audit,sub-operations-first-only,budget_exhausted,-35.46780906058645,-29.667692991756866,5.800116068829581
qwen3-4b,structural,structural:compliance_audit-risk_rating-03:sub-operations-no-first:pre_action,compliance_audit-risk_rating-03,resolve_risk_rating,compliance_audit,sub-operations-no-first,budget_exhausted,-24.104407094028502,-21.736668148858428,2.3677389451700748
qwen3-4b,structural,structural:compliance_audit-risk_rating-03:sub-operations-no-gold:pre_action,compliance_audit-risk_rating-03,resolve_risk_rating,compliance_audit,sub-operations-no-gold,unavailable,-24.104407094028502,-19.054616528820453,5.049790565208049
qwen3-4b,structural,structural:compliance_audit-risk_rating-03:sub-operations-no-last:after_penultimate_success,compliance_audit-risk_rating-03,resolve_risk_rating,compliance_audit,sub-operations-no-last,budget_exhausted,-40.72372857685505,-23.14793988697876,17.57578868987629
qwen3-4b,structural,structural:compliance_audit-risk_rating-04:sub-operations-first-only:after_first_success,compliance_audit-risk_rating-04,resolve_risk_rating,compliance_audit,sub-operations-first-only,budget_exhausted,-39.7237627865643,-31.35438182766606,8.36938095889824
qwen3-4b,structural,structural:compliance_audit-risk_rating-04:sub-operations-no-first:pre_action,compliance_audit-risk_rating-04,resolve_risk_rating,compliance_audit,sub-operations-no-first,unavailable,-24.392220559357256,-19.987434432013437,4.404786127343819
qwen3-4b,structural,structural:compliance_audit-risk_rating-04:sub-operations-no-gold:pre_action,compliance_audit-risk_rating-04,resolve_risk_rating,compliance_audit,sub-operations-no-gold,budget_exhausted,-24.392220559357256,-20.746040764203393,3.646179795153863
qwen3-4b,structural,structural:compliance_audit-risk_rating-04:sub-operations-no-last:after_penultimate_success,compliance_audit-risk_rating-04,resolve_risk_rating,compliance_audit,sub-operations-no-last,budget_exhausted,-44.0987350410612,-24.765954396488944,19.332780644572253
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-00:sub-operations-first-only:after_first_success,compliance_audit-segregation_conflict-00,resolve_segregation_conflict,compliance_audit,sub-operations-first-only,budget_exhausted,-27.611168698760423,-23.917696699109626,3.6934719996507965
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-00:sub-operations-no-first:pre_action,compliance_audit-segregation_conflict-00,resolve_segregation_conflict,compliance_audit,sub-operations-no-first,unavailable,-19.413325491312627,-19.20433938942101,0.20898610189161815
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-00:sub-operations-no-gold:pre_action,compliance_audit-segregation_conflict-00,resolve_segregation_conflict,compliance_audit,sub-operations-no-gold,budget_exhausted,-19.413325491312627,-19.280017367828492,0.13330812348413446
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-00:sub-operations-no-last:after_penultimate_success,compliance_audit-segregation_conflict-00,resolve_segregation_conflict,compliance_audit,sub-operations-no-last,budget_exhausted,-42.0977710554235,-20.500008113057596,21.597762942365904
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-01:sub-operations-first-only:after_first_success,compliance_audit-segregation_conflict-01,resolve_segregation_conflict,compliance_audit,sub-operations-first-only,budget_exhausted,-33.72595899449442,-32.9657765304906,0.7601824640038188
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-01:sub-operations-no-first:pre_action,compliance_audit-segregation_conflict-01,resolve_segregation_conflict,compliance_audit,sub-operations-no-first,budget_exhausted,-17.984033904568832,-17.17421676195606,0.809817142612772
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-01:sub-operations-no-gold:pre_action,compliance_audit-segregation_conflict-01,resolve_segregation_conflict,compliance_audit,sub-operations-no-gold,unavailable,-17.984033904568832,-19.33595617748866,-1.351922272919829
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-01:sub-operations-no-last:after_penultimate_success,compliance_audit-segregation_conflict-01,resolve_segregation_conflict,compliance_audit,sub-operations-no-last,budget_exhausted,-41.973294054355954,-36.08357894951626,5.889715104839695
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-02:sub-operations-first-only:after_first_success,compliance_audit-segregation_conflict-02,resolve_segregation_conflict,compliance_audit,sub-operations-first-only,budget_exhausted,-31.85119544424878,-29.167081546805434,2.6841138974433463
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-02:sub-operations-no-first:pre_action,compliance_audit-segregation_conflict-02,resolve_segregation_conflict,compliance_audit,sub-operations-no-first,unavailable,-21.624484936112772,-20.676332935786725,0.9481520003260471
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-02:sub-operations-no-gold:pre_action,compliance_audit-segregation_conflict-02,resolve_segregation_conflict,compliance_audit,sub-operations-no-gold,unavailable,-21.624484936112772,-9.999254723151068,11.625230212961704
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-02:sub-operations-no-last:after_penultimate_success,compliance_audit-segregation_conflict-02,resolve_segregation_conflict,compliance_audit,sub-operations-no-last,budget_exhausted,-41.22324074213894,-20.500848076106344,20.722392666032597
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-03:sub-operations-first-only:after_first_success,compliance_audit-segregation_conflict-03,resolve_segregation_conflict,compliance_audit,sub-operations-first-only,budget_exhausted,-28.73457888844748,-26.567101538722902,2.167477349724578
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-03:sub-operations-no-first:pre_action,compliance_audit-segregation_conflict-03,resolve_segregation_conflict,compliance_audit,sub-operations-no-first,budget_exhausted,-21.74602086804044,-19.883953064461963,1.8620678035784763
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-03:sub-operations-no-gold:pre_action,compliance_audit-segregation_conflict-03,resolve_segregation_conflict,compliance_audit,sub-operations-no-gold,budget_exhausted,-21.74602086804044,-19.558510658563414,2.1875102094770256
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-03:sub-operations-no-last:after_penultimate_success,compliance_audit-segregation_conflict-03,resolve_segregation_conflict,compliance_audit,sub-operations-no-last,budget_exhausted,-37.97351952328418,-21.312522560006343,16.66099696327784
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-04:sub-operations-first-only:after_first_success,compliance_audit-segregation_conflict-04,resolve_segregation_conflict,compliance_audit,sub-operations-first-only,budget_exhausted,-29.72476355089811,-24.54426027478508,5.180503276113029
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-04:sub-operations-no-first:pre_action,compliance_audit-segregation_conflict-04,resolve_segregation_conflict,compliance_audit,sub-operations-no-first,unavailable,-17.556575487539305,-17.85380893294539,-0.29723344540608565
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-04:sub-operations-no-gold:pre_action,compliance_audit-segregation_conflict-04,resolve_segregation_conflict,compliance_audit,sub-operations-no-gold,budget_exhausted,-17.556575487539305,-11.97007876605008,5.586496721489226
qwen3-4b,structural,structural:compliance_audit-segregation_conflict-04:sub-operations-no-last:after_penultimate_success,compliance_audit-segregation_conflict-04,resolve_segregation_conflict,compliance_audit,sub-operations-no-last,budget_exhausted,-39.9729097182689,-20.37500194269436,19.59790777557454
qwen3-4b,structural,structural:contracts_documents-amendment_impact-00:sub-operations-first-only:after_first_success,contracts_documents-amendment_impact-00,resolve_amendment_impact,contracts_documents,sub-operations-first-only,budget_exhausted,-31.778439556716634,-44.85522336931437,-13.07678381259774
qwen3-4b,structural,structural:contracts_documents-amendment_impact-00:sub-operations-no-first:pre_action,contracts_documents-amendment_impact-00,resolve_amendment_impact,contracts_documents,sub-operations-no-first,unavailable,-22.12332160532651,-17.751824057869946,4.371497547456563
qwen3-4b,structural,structural:contracts_documents-amendment_impact-00:sub-operations-no-gold:pre_action,contracts_documents-amendment_impact-00,resolve_amendment_impact,contracts_documents,sub-operations-no-gold,unavailable,-22.12332160532651,-16.861750851338492,5.261570753988018
qwen3-4b,structural,structural:contracts_documents-amendment_impact-00:sub-operations-no-last:after_penultimate_success,contracts_documents-amendment_impact-00,resolve_amendment_impact,contracts_documents,sub-operations-no-last,budget_exhausted,-37.28628259753496,-40.440037155068794,-3.153754557533837
qwen3-4b,structural,structural:contracts_documents-amendment_impact-01:sub-operations-first-only:after_first_success,contracts_documents-amendment_impact-01,resolve_amendment_impact,contracts_documents,sub-operations-first-only,budget_exhausted,-27.320703569390716,-43.28828416127412,-15.967580591883404
qwen3-4b,structural,structural:contracts_documents-amendment_impact-01:sub-operations-no-first:pre_action,contracts_documents-amendment_impact-01,resolve_amendment_impact,contracts_documents,sub-operations-no-first,unavailable,-15.741522474089727,-14.24378901919524,1.4977334548944867
qwen3-4b,structural,structural:contracts_documents-amendment_impact-01:sub-operations-no-gold:pre_action,contracts_documents-amendment_impact-01,resolve_amendment_impact,contracts_documents,sub-operations-no-gold,unavailable,-15.741522474089727,-10.911803496718385,4.829718977371343
qwen3-4b,structural,structural:contracts_documents-amendment_impact-01:sub-operations-no-last:after_penultimate_success,contracts_documents-amendment_impact-01,resolve_amendment_impact,contracts_documents,sub-operations-no-last,budget_exhausted,-35.03629534719348,-32.63257690145387,2.4037184457396137
qwen3-4b,structural,structural:contracts_documents-amendment_impact-02:sub-operations-first-only:after_first_success,contracts_documents-amendment_impact-02,resolve_amendment_impact,contracts_documents,sub-operations-first-only,budget_exhausted,-25.997887751107484,-41.30573615839306,-15.307848407285576
qwen3-4b,structural,structural:contracts_documents-amendment_impact-02:sub-operations-no-first:pre_action,contracts_documents-amendment_impact-02,resolve_amendment_impact,contracts_documents,sub-operations-no-first,unavailable,-15.055695490176362,-14.114556726853053,0.941138763323309
qwen3-4b,structural,structural:contracts_documents-amendment_impact-02:sub-operations-no-gold:pre_action,contracts_documents-amendment_impact-02,resolve_amendment_impact,contracts_documents,sub-operations-no-gold,unavailable,-15.055695490176362,-10.438857462726624,4.616838027449738
qwen3-4b,structural,structural:contracts_documents-amendment_impact-02:sub-operations-no-last:after_penultimate_success,contracts_documents-amendment_impact-02,resolve_amendment_impact,contracts_documents,sub-operations-no-last,unavailable,-39.348782212119275,-38.62885951716005,0.719922694959223
qwen3-4b,structural,structural:contracts_documents-amendment_impact-03:sub-operations-first-only:after_first_success,contracts_documents-amendment_impact-03,resolve_amendment_impact,contracts_documents,sub-operations-first-only,budget_exhausted,-25.798979657441983,-39.54182306240021,-13.74284340495823
qwen3-4b,structural,structural:contracts_documents-amendment_impact-03:sub-operations-no-first:pre_action,contracts_documents-amendment_impact-03,resolve_amendment_impact,contracts_documents,sub-operations-no-first,unavailable,-17.89565502596129,-15.694748697837596,2.2009063281236934
qwen3-4b,structural,structural:contracts_documents-amendment_impact-03:sub-operations-no-gold:pre_action,contracts_documents-amendment_impact-03,resolve_amendment_impact,contracts_documents,sub-operations-no-gold,budget_exhausted,-17.89565502596129,-13.055107893500015,4.840547132461275
qwen3-4b,structural,structural:contracts_documents-amendment_impact-03:sub-operations-no-last:after_penultimate_success,contracts_documents-amendment_impact-03,resolve_amendment_impact,contracts_documents,sub-operations-no-last,budget_exhausted,-36.5362785386367,-28.373305278974684,8.162973259662017
qwen3-4b,structural,structural:contracts_documents-amendment_impact-04:sub-operations-first-only:after_first_success,contracts_documents-amendment_impact-04,resolve_amendment_impact,contracts_documents,sub-operations-first-only,budget_exhausted,-29.84116867879039,-41.54033238617723,-11.699163707386838
qwen3-4b,structural,structural:contracts_documents-amendment_impact-04:sub-operations-no-first:pre_action,contracts_documents-amendment_impact-04,resolve_amendment_impact,contracts_documents,sub-operations-no-first,unavailable,-19.861030702945513,-17.514611668405188,2.3464190345403253
qwen3-4b,structural,structural:contracts_documents-amendment_impact-04:sub-operations-no-gold:pre_action,contracts_documents-amendment_impact-04,resolve_amendment_impact,contracts_documents,sub-operations-no-gold,unavailable,-19.861030702945513,-15.718729227821683,4.14230147512383
qwen3-4b,structural,structural:contracts_documents-amendment_impact-04:sub-operations-no-last:after_penultimate_success,contracts_documents-amendment_impact-04,resolve_amendment_impact,contracts_documents,sub-operations-no-last,budget_exhausted,-32.8491560822504,-34.79602767794409,-1.9468715956936862
qwen3-4b,structural,structural:contracts_documents-citation_target-00:sub-operations-first-only:after_first_success,contracts_documents-citation_target-00,resolve_citation_target,contracts_documents,sub-operations-first-only,unavailable,-29.036304058054107,-16.250003456455907,12.7863006015982
qwen3-4b,structural,structural:contracts_documents-citation_target-00:sub-operations-no-first:pre_action,contracts_documents-citation_target-00,resolve_citation_target,contracts_documents,sub-operations-no-first,budget_exhausted,-16.705354925768113,-17.222072370122973,-0.5167174443548603
qwen3-4b,structural,structural:contracts_documents-citation_target-00:sub-operations-no-gold:pre_action,contracts_documents-citation_target-00,resolve_citation_target,contracts_documents,sub-operations-no-gold,unavailable,-16.705354925768113,-12.650453571254268,4.054901354513845
qwen3-4b,structural,structural:contracts_documents-citation_target-00:sub-operations-no-last:after_penultimate_success,contracts_documents-citation_target-00,resolve_citation_target,contracts_documents,sub-operations-no-last,budget_exhausted,-36.348789883928596,-20.00103829730184,16.347751586626757
qwen3-4b,structural,structural:contracts_documents-citation_target-01:sub-operations-first-only:after_first_success,contracts_documents-citation_target-01,resolve_citation_target,contracts_documents,sub-operations-first-only,budget_exhausted,-30.786307683521045,-19.187772927452365,11.59853475606868
qwen3-4b,structural,structural:contracts_documents-citation_target-01:sub-operations-no-first:pre_action,contracts_documents-citation_target-01,resolve_citation_target,contracts_documents,sub-operations-no-first,budget_exhausted,-14.831099494183896,-14.136600021574992,0.6944994726089035
qwen3-4b,structural,structural:contracts_documents-citation_target-01:sub-operations-no-gold:pre_action,contracts_documents-citation_target-01,resolve_citation_target,contracts_documents,sub-operations-no-gold,budget_exhausted,-14.831099494183896,-9.191964862339212,5.6391346318446836
qwen3-4b,structural,structural:contracts_documents-citation_target-01:sub-operations-no-last:after_penultimate_success,contracts_documents-citation_target-01,resolve_citation_target,contracts_documents,sub-operations-no-last,budget_exhausted,-37.723785938034794,-22.81876848288175,14.905017455153043
qwen3-4b,structural,structural:contracts_documents-citation_target-02:sub-operations-first-only:after_first_success,contracts_documents-citation_target-02,resolve_citation_target,contracts_documents,sub-operations-first-only,budget_exhausted,-32.84880514825253,-16.939155067256515,15.909650080996016
qwen3-4b,structural,structural:contracts_documents-citation_target-02:sub-operations-no-first:pre_action,contracts_documents-citation_target-02,resolve_citation_target,contracts_documents,sub-operations-no-first,budget_exhausted,-12.731398760260916,-12.637505599917908,0.09389316034300776
qwen3-4b,structural,structural:contracts_documents-citation_target-02:sub-operations-no-gold:pre_action,contracts_documents-citation_target-02,resolve_citation_target,contracts_documents,sub-operations-no-gold,unavailable,-12.731398760260916,-6.054466037709261,6.676932722551655
qwen3-4b,structural,structural:contracts_documents-citation_target-02:sub-operations-no-last:after_penultimate_success,contracts_documents-citation_target-02,resolve_citation_target,contracts_documents,sub-operations-no-last,budget_exhausted,-30.41130661528254,-21.43881150378092,8.972495111501622
qwen3-4b,structural,structural:contracts_documents-citation_target-03:sub-operations-first-only:after_first_success,contracts_documents-citation_target-03,resolve_citation_target,contracts_documents,sub-operations-first-only,budget_exhausted,-33.34859598547857,-18.25001290740134,15.098583078077226
qwen3-4b,structural,structural:contracts_documents-citation_target-03:sub-operations-no-first:pre_action,contracts_documents-citation_target-03,resolve_citation_target,contracts_documents,sub-operations-no-first,unavailable,-16.99622560140005,-14.701171552977065,2.2950540484229833
qwen3-4b,structural,structural:contracts_documents-citation_target-03:sub-operations-no-gold:pre_action,contracts_documents-citation_target-03,resolve_citation_target,contracts_documents,sub-operations-no-gold,budget_exhausted,-16.99622560140005,-8.193529077603543,8.802696523796506
qwen3-4b,structural,structural:contracts_documents-citation_target-03:sub-operations-no-last:after_penultimate_success,contracts_documents-citation_target-03,resolve_citation_target,contracts_documents,sub-operations-no-last,budget_exhausted,-31.348795741234746,-20.45399520894248,10.894800532292265
qwen3-4b,structural,structural:contracts_documents-citation_target-04:sub-operations-first-only:after_first_success,contracts_documents-citation_target-04,resolve_citation_target,contracts_documents,sub-operations-first-only,budget_exhausted,-32.131060508301964,-23.629254460914332,8.501806047387632
qwen3-4b,structural,structural:contracts_documents-citation_target-04:sub-operations-no-first:pre_action,contracts_documents-citation_target-04,resolve_citation_target,contracts_documents,sub-operations-no-first,budget_exhausted,-14.393767941867395,-14.864735688524185,-0.47096774665678964
qwen3-4b,structural,structural:contracts_documents-citation_target-04:sub-operations-no-gold:pre_action,contracts_documents-citation_target-04,resolve_citation_target,contracts_documents,sub-operations-no-gold,unavailable,-14.393767941867395,-11.26781623769564,3.1259517041717544
qwen3-4b,structural,structural:contracts_documents-citation_target-04:sub-operations-no-last:after_penultimate_success,contracts_documents-citation_target-04,resolve_citation_target,contracts_documents,sub-operations-no-last,budget_exhausted,-40.22379117174132,-27.25917111500413,12.96462005673719
qwen3-4b,structural,structural:contracts_documents-contract_deadline-00:sub-operations-first-only:after_first_success,contracts_documents-contract_deadline-00,resolve_contract_deadline,contracts_documents,sub-operations-first-only,budget_exhausted,-24.22385848926777,-31.72555860744744,-7.50170011817967
qwen3-4b,structural,structural:contracts_documents-contract_deadline-00:sub-operations-no-first:pre_action,contracts_documents-contract_deadline-00,resolve_contract_deadline,contracts_documents,sub-operations-no-first,unavailable,-17.31361631898948,-12.528912708409088,4.784703610580394
qwen3-4b,structural,structural:contracts_documents-contract_deadline-00:sub-operations-no-gold:pre_action,contracts_documents-contract_deadline-00,resolve_contract_deadline,contracts_documents,sub-operations-no-gold,unavailable,-17.31361631898948,-13.210508025204618,4.103108293784864
qwen3-4b,structural,structural:contracts_documents-contract_deadline-00:sub-operations-no-last:after_penultimate_success,contracts_documents-contract_deadline-00,resolve_contract_deadline,contracts_documents,sub-operations-no-last,budget_exhausted,-33.3487933306263,-24.611832344262673,8.736960986363627
qwen3-4b,structural,structural:contracts_documents-contract_deadline-02:sub-operations-first-only:after_first_success,contracts_documents-contract_deadline-02,resolve_contract_deadline,contracts_documents,sub-operations-first-only,budget_exhausted,-24.59905954723716,-32.042507894473125,-7.4434483472359645
qwen3-4b,structural,structural:contracts_documents-contract_deadline-02:sub-operations-no-first:pre_action,contracts_documents-contract_deadline-02,resolve_contract_deadline,contracts_documents,sub-operations-no-first,unavailable,-14.576246680965106,-12.171613510845042,2.4046331701200643
qwen3-4b,structural,structural:contracts_documents-contract_deadline-02:sub-operations-no-gold:pre_action,contracts_documents-contract_deadline-02,resolve_contract_deadline,contracts_documents,sub-operations-no-gold,budget_exhausted,-14.576246680965106,-16.16390918912503,-1.587662508159923
qwen3-4b,structural,structural:contracts_documents-contract_deadline-02:sub-operations-no-last:after_penultimate_success,contracts_documents-contract_deadline-02,resolve_contract_deadline,contracts_documents,sub-operations-no-last,budget_exhausted,-27.09882561319963,-23.346382611931077,3.752443001268553
qwen3-4b,structural,structural:contracts_documents-contract_deadline-04:sub-operations-first-only:after_first_success,contracts_documents-contract_deadline-04,resolve_contract_deadline,contracts_documents,sub-operations-first-only,budget_exhausted,-30.037263169735994,-41.97983646266567,-11.94257329292968
qwen3-4b,structural,structural:contracts_documents-contract_deadline-04:sub-operations-no-first:pre_action,contracts_documents-contract_deadline-04,resolve_contract_deadline,contracts_documents,sub-operations-no-first,unavailable,-21.788127119924383,-15.64461877302439,6.143508346899992
qwen3-4b,structural,structural:contracts_documents-contract_deadline-04:sub-operations-no-gold:pre_action,contracts_documents-contract_deadline-04,resolve_contract_deadline,contracts_documents,sub-operations-no-gold,budget_exhausted,-21.788127119924383,-19.92433323922927,1.8637938806951126
qwen3-4b,structural,structural:contracts_documents-contract_deadline-04:sub-operations-no-last:after_penultimate_success,contracts_documents-contract_deadline-04,resolve_contract_deadline,contracts_documents,sub-operations-no-last,budget_exhausted,-31.098911483451175,-20.579527473325086,10.519384010126089
qwen3-4b,structural,structural:contracts_documents-effective_clause-00:sub-operations-first-only:after_first_success,contracts_documents-effective_clause-00,resolve_effective_clause,contracts_documents,sub-operations-first-only,budget_exhausted,-28.479835367795488,-31.076493082550492,-2.596657714755004
qwen3-4b,structural,structural:contracts_documents-effective_clause-00:sub-operations-no-first:pre_action,contracts_documents-effective_clause-00,resolve_effective_clause,contracts_documents,sub-operations-no-first,budget_exhausted,-21.483358451520182,-17.6451724712889,3.8381859802312803
qwen3-4b,structural,structural:contracts_documents-effective_clause-00:sub-operations-no-gold:pre_action,contracts_documents-effective_clause-00,resolve_effective_clause,contracts_documents,sub-operations-no-gold,unavailable,-21.483358451520182,-19.131420344343724,2.3519381071764585
qwen3-4b,structural,structural:contracts_documents-effective_clause-00:sub-operations-no-last:after_penultimate_success,contracts_documents-effective_clause-00,resolve_effective_clause,contracts_documents,sub-operations-no-last,budget_exhausted,-39.72368589133061,-27.97251943667652,11.75116645465409
qwen3-4b,structural,structural:contracts_documents-effective_clause-01:sub-operations-first-only:after_first_success,contracts_documents-effective_clause-01,resolve_effective_clause,contracts_documents,sub-operations-first-only,budget_exhausted,-29.42134528287636,-44.286596398798025,-14.865251115921666
qwen3-4b,structural,structural:contracts_documents-effective_clause-01:sub-operations-no-first:pre_action,contracts_documents-effective_clause-01,resolve_effective_clause,contracts_documents,sub-operations-no-first,budget_exhausted,-22.469670732052776,-15.368147506114383,7.101523225938394
qwen3-4b,structural,structural:contracts_documents-effective_clause-01:sub-operations-no-gold:pre_action,contracts_documents-effective_clause-01,resolve_effective_clause,contracts_documents,sub-operations-no-gold,unavailable,-22.469670732052776,-21.275481799235486,1.1941889328172905
qwen3-4b,structural,structural:contracts_documents-effective_clause-01:sub-operations-no-last:after_penultimate_success,contracts_documents-effective_clause-01,resolve_effective_clause,contracts_documents,sub-operations-no-last,budget_exhausted,-41.786235641803934,-34.68636708600969,7.099868555794245
qwen3-4b,structural,structural:contracts_documents-effective_clause-02:sub-operations-first-only:after_first_success,contracts_documents-effective_clause-02,resolve_effective_clause,contracts_documents,sub-operations-first-only,budget_exhausted,-29.411816493245006,-34.06249395736034,-4.650677464115333
qwen3-4b,structural,structural:contracts_documents-effective_clause-02:sub-operations-no-first:pre_action,contracts_documents-effective_clause-02,resolve_effective_clause,contracts_documents,sub-operations-no-first,unavailable,-19.24494215442097,-16.56270544658142,2.68223670783955
qwen3-4b,structural,structural:contracts_documents-effective_clause-02:sub-operations-no-gold:pre_action,contracts_documents-effective_clause-02,resolve_effective_clause,contracts_documents,sub-operations-no-gold,unavailable,-19.24494215442097,-19.595442238395762,-0.3505000839747936
qwen3-4b,structural,structural:contracts_documents-effective_clause-02:sub-operations-no-last:after_penultimate_success,contracts_documents-effective_clause-02,resolve_effective_clause,contracts_documents,sub-operations-no-last,budget_exhausted,-40.84869032832777,-30.003918814910605,10.844771513417164
qwen3-4b,structural,structural:contracts_documents-effective_clause-04:sub-operations-first-only:after_first_success,contracts_documents-effective_clause-04,resolve_effective_clause,contracts_documents,sub-operations-first-only,unavailable,-28.412602643193935,-34.12805928225731,-5.715456639063376
qwen3-4b,structural,structural:contracts_documents-effective_clause-04:sub-operations-no-first:pre_action,contracts_documents-effective_clause-04,resolve_effective_clause,contracts_documents,sub-operations-no-first,unavailable,-18.96384403548685,-18.494874750305385,0.4689692851814655
qwen3-4b,structural,structural:contracts_documents-effective_clause-04:sub-operations-no-gold:pre_action,contracts_documents-effective_clause-04,resolve_effective_clause,contracts_documents,sub-operations-no-gold,unavailable,-18.96384403548685,-21.93083045596171,-2.9669864204748606
qwen3-4b,structural,structural:contracts_documents-effective_clause-04:sub-operations-no-last:after_penultimate_success,contracts_documents-effective_clause-04,resolve_effective_clause,contracts_documents,sub-operations-no-last,budget_exhausted,-38.16127115269353,-30.134974910219547,8.026296242473983
qwen3-4b,structural,structural:contracts_documents-latest_version-00:sub-operations-first-only:after_first_success,contracts_documents-latest_version-00,resolve_latest_version,contracts_documents,sub-operations-first-only,budget_exhausted,-24.72377818764405,-22.043598906133028,2.6801792815110232
qwen3-4b,structural,structural:contracts_documents-latest_version-00:sub-operations-no-first:pre_action,contracts_documents-latest_version-00,resolve_latest_version,contracts_documents,sub-operations-no-first,budget_exhausted,-17.482829404830277,-13.89726219470699,3.585567210123287
qwen3-4b,structural,structural:contracts_documents-latest_version-00:sub-operations-no-gold:pre_action,contracts_documents-latest_version-00,resolve_latest_version,contracts_documents,sub-operations-no-gold,unavailable,-17.482829404830277,-19.843598560515865,-2.3607691556855883
