model_key,family,contrast,split,pair_id,cluster_id,direction,layer,clean_donor_margin,clean_recipient_margin,clean_gap_abs,patched_margin,donor_aligned_effect
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_payment_status_code-03:decoy-observation,finance-fx-vs-payment,high_to_low,31,23.25,5.625,17.625,22.1875,16.5625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_document_section_text-03:decoy-observation,contracts-retention-vs-section,high_to_low,23,21.625,2.875,18.75,16.75,13.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_effective_clause_text-00:decoy-observation,contracts-clause-vs-obligation,high_to_low,30,24.1875,1.75,22.4375,23.4375,21.6875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-replace_audit_population_record-00:decoy-observation,compliance-risk-vs-sample,high_to_low,18,22.75,4.25,18.5,5.125,0.875
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-workforce_access-set_role_assignment_priority-01:decoy-observation,workforce-access-vs-role,high_to_low,35,22.8125,3.625,19.1875,22.8125,19.1875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_account_hold_amount-01:decoy-observation,finance-ledger-vs-hold,high_to_low,18,23.9375,4.375,19.5625,6.625,2.25
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_overtime_approval_threshold-04:decoy-observation,workforce-overtime-vs-delegation,high_to_low,24,20.0,3.875,16.125,15.375,11.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_budget_planned_amount-01:decoy-observation,finance-statement-vs-budget,high_to_low,29,23.25,3.5,19.75,21.625,18.125
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-pricing_billing-activate_list_price-04:decoy-observation,pricing-list-vs-margin,high_to_low,35,23.375,4.5,18.875,23.375,18.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_refund_maximum_amount-02:decoy-observation,support-refund-vs-duplicate,high_to_low,31,21.625,4.375,17.25,21.375,17.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-02:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,29,23.1875,3.875,19.3125,22.0625,18.1875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_tax_rate-03:decoy-observation,pricing-tax-vs-shipping,high_to_low,29,20.5,3.25,17.25,19.0,15.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_case_priority-03:decoy-observation,support-priority-vs-escalation,high_to_low,32,23.125,7.0,16.125,22.0,15.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-replace_audit_population_record-01:decoy-observation,compliance-risk-vs-sample,high_to_low,19,22.375,4.75,17.625,10.875,6.125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-activate_margin_floor-00:decoy-observation,pricing-list-vs-margin,high_to_low,31,23.0625,3.375,19.6875,22.75,19.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-replace_audit_population_record-01:decoy-observation,compliance-risk-vs-sample,high_to_low,24,22.375,4.75,17.625,17.5,12.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_access_minimum_clearance-03:decoy-observation,workforce-access-vs-role,high_to_low,27,23.4375,2.0,21.4375,20.0,18.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_remediation_owner-01:decoy-observation,compliance-owner-vs-filing,high_to_low,20,23.125,3.125,20.0,15.0,11.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-post_transaction_fee-04:decoy-observation,finance-fee-vs-tax-basis,high_to_low,30,22.6875,5.5,17.1875,21.6875,16.1875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-03:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,19,23.875,1.875,22.0,9.75,7.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_shipping_minimum_charge-04:decoy-observation,pricing-tax-vs-shipping,high_to_low,19,21.125,4.0,17.125,6.25,2.25
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-pricing_billing-set_promotion_discount_value-01:decoy-observation,pricing-promotion-vs-contract,high_to_low,35,21.9375,3.625,18.3125,21.9375,18.3125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-00:decoy-observation,workforce-overtime-vs-delegation,high_to_low,20,21.5,3.25,18.25,12.625,9.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_budget_planned_amount-00:decoy-observation,finance-statement-vs-budget,high_to_low,30,24.0,4.25,19.75,23.1875,18.9375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_ledger_entry_amount-00:decoy-observation,finance-ledger-vs-hold,high_to_low,29,24.375,3.75,20.625,22.625,18.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-01:decoy-observation,procurement-approval-vs-transit,high_to_low,34,21.75,3.0,18.75,21.25,18.25
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_oncall_capacity-02:decoy-observation,workforce-oncall-vs-badge,high_to_low,23,20.0,5.0,15.0,15.75,10.75
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-customer_support-set_escalation_target-04:decoy-observation,support-priority-vs-escalation,high_to_low,35,23.875,6.375,17.5,23.875,17.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-03:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,26,23.875,1.875,22.0,19.5,17.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_overtime_approval_threshold-03:decoy-observation,workforce-overtime-vs-delegation,high_to_low,24,21.0,4.375,16.625,16.0,11.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_payment_status_code-04:decoy-observation,finance-fx-vs-payment,high_to_low,22,23.6875,5.875,17.8125,16.625,10.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-replace_audit_population_record-03:decoy-observation,compliance-risk-vs-sample,high_to_low,27,22.5,6.125,16.375,19.75,13.625
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-workforce_access-set_role_assignment_priority-00:decoy-observation,workforce-access-vs-role,high_to_low,35,23.125,4.75,18.375,23.1875,18.4375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_statement_closing_total-00:decoy-observation,finance-statement-vs-budget,high_to_low,32,23.875,4.0,19.875,23.4375,19.4375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_journal_debit_amount-01:decoy-observation,finance-journal-vs-audit-event,high_to_low,22,23.6875,4.125,19.5625,17.5,13.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-04:decoy-observation,workforce-overtime-vs-delegation,high_to_low,22,20.75,2.75,18.0,14.25,11.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_exception_extension_days-00:decoy-observation,compliance-control-vs-exception,high_to_low,23,23.375,2.875,20.5,18.375,15.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_supplier_transit_days-04:decoy-observation,procurement-approval-vs-transit,high_to_low,28,20.75,1.875,18.875,19.5,17.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-01:decoy-observation,workforce-overtime-vs-delegation,high_to_low,23,21.0,3.125,17.875,16.125,13.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-03:decoy-observation,procurement-contract-vs-receipt,high_to_low,31,22.375,2.25,20.125,21.625,19.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_journal_debit_amount-02:decoy-observation,finance-journal-vs-audit-event,high_to_low,22,22.9375,4.125,18.8125,17.0,12.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-02:decoy-observation,inventory-priority-vs-pick,high_to_low,26,22.3125,6.75,15.5625,19.25,12.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-04:decoy-observation,procurement-approval-vs-transit,high_to_low,32,22.375,4.375,18.0,21.875,17.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-01:decoy-observation,procurement-performance-vs-expedite,high_to_low,20,22.125,2.875,19.25,15.0,12.125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_contract_deadline_offset-04:decoy-observation,contracts-deadline-vs-version,high_to_low,34,24.1875,2.125,22.0625,23.625,21.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-03:decoy-observation,inventory-reservation-vs-count,high_to_low,18,22.125,1.0,21.125,0.375,-0.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_access_minimum_clearance-00:decoy-observation,workforce-access-vs-role,high_to_low,20,23.875,2.25,21.625,13.875,11.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_access_minimum_clearance-01:decoy-observation,workforce-access-vs-role,high_to_low,29,22.75,3.125,19.625,21.6875,18.5625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_promotion_discount_value-03:decoy-observation,pricing-promotion-vs-contract,high_to_low,22,22.0,2.125,19.875,15.0,12.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_badge_validity_days-02:decoy-observation,workforce-oncall-vs-badge,high_to_low,20,19.375,4.875,14.5,12.5,7.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_safety_stock_floor-02:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,34,22.3125,2.5,19.8125,22.125,19.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-04:decoy-observation,procurement-performance-vs-expedite,high_to_low,28,22.5625,4.0,18.5625,21.0,17.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-00:decoy-observation,workforce-overtime-vs-delegation,high_to_low,33,21.5,3.25,18.25,21.125,17.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_journal_debit_amount-01:decoy-observation,finance-journal-vs-audit-event,high_to_low,19,23.6875,4.125,19.5625,13.125,9.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_overtime_approval_threshold-04:decoy-observation,workforce-overtime-vs-delegation,high_to_low,33,20.0,3.875,16.125,19.875,16.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_supplier_transit_days-03:decoy-observation,procurement-approval-vs-transit,high_to_low,34,20.75,1.0,19.75,20.5,19.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_filing_artifact_count-04:decoy-observation,compliance-owner-vs-filing,high_to_low,29,22.75,4.375,18.375,21.6875,17.3125
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-04:decoy-observation,workforce-overtime-vs-delegation,high_to_low,35,20.75,2.75,18.0,20.75,18.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_promotion_discount_value-01:decoy-observation,pricing-promotion-vs-contract,high_to_low,28,21.9375,3.625,18.3125,20.375,16.75
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-contracts_documents-set_effective_clause_text-01:decoy-observation,contracts-clause-vs-obligation,high_to_low,35,23.625,3.125,20.5,23.625,20.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_statement_closing_total-00:decoy-observation,finance-statement-vs-budget,high_to_low,21,23.875,4.0,19.875,15.75,11.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_access_minimum_clearance-00:decoy-observation,workforce-access-vs-role,high_to_low,29,23.875,2.25,21.625,22.375,20.125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_role_assignment_priority-03:decoy-observation,workforce-access-vs-role,high_to_low,31,22.6875,3.75,18.9375,22.4375,18.6875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_contract_allowed_price-02:decoy-observation,procurement-contract-vs-receipt,high_to_low,24,21.9375,4.0,17.9375,17.5,13.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-00:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,28,23.3125,2.5,20.8125,21.125,18.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_promotion_discount_value-02:decoy-observation,pricing-promotion-vs-contract,high_to_low,18,21.0,3.625,17.375,5.125,1.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_next_case_action-03:decoy-observation,support-action-vs-channel,high_to_low,29,23.3125,7.875,15.4375,21.625,13.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_retention_classification-03:decoy-observation,contracts-retention-vs-section,high_to_low,18,22.8125,1.0,21.8125,3.5,2.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-03:decoy-observation,procurement-contract-vs-receipt,high_to_low,22,22.375,2.25,20.125,14.875,12.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_shift_minimum_rest_hours-02:decoy-observation,workforce-shift-vs-leave,high_to_low,26,22.375,3.0,19.375,19.0,16.0
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-compliance_audit-set_retention_years-01:decoy-observation,compliance-role-vs-retention,high_to_low,35,21.0,4.625,16.375,21.0,16.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_next_case_action-01:decoy-observation,support-action-vs-channel,high_to_low,21,24.75,6.125,18.625,18.375,12.25
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_access_minimum_clearance-00:decoy-observation,workforce-access-vs-role,high_to_low,32,23.875,2.25,21.625,23.375,21.125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-01:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,34,23.3125,2.875,20.4375,23.0625,20.1875
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-contracts_documents-set_contract_deadline_offset-03:decoy-observation,contracts-deadline-vs-version,high_to_low,35,23.125,2.0,21.125,23.125,21.125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_next_case_action-04:decoy-observation,support-action-vs-channel,high_to_low,34,24.125,6.875,17.25,23.8125,16.9375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_access_minimum_clearance-02:decoy-observation,workforce-access-vs-role,high_to_low,33,22.875,3.125,19.75,22.5,19.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_assigned_role-02:decoy-observation,compliance-role-vs-retention,high_to_low,23,22.0,6.25,15.75,17.625,11.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-replace_audit_population_record-01:decoy-observation,compliance-risk-vs-sample,high_to_low,34,22.375,4.75,17.625,21.9375,17.1875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_case_contact_channel-02:decoy-observation,support-action-vs-channel,high_to_low,33,22.4375,5.875,16.5625,22.0625,16.1875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_obligation_party-00:decoy-observation,contracts-clause-vs-obligation,high_to_low,24,22.9375,2.625,20.3125,17.875,15.25
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_promotion_discount_value-03:decoy-observation,pricing-promotion-vs-contract,high_to_low,19,22.0,2.125,19.875,7.875,5.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-02:decoy-observation,inventory-priority-vs-pick,high_to_low,28,22.3125,6.75,15.5625,21.375,14.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-03:decoy-observation,workforce-overtime-vs-delegation,high_to_low,31,20.875,2.25,18.625,20.5,18.25
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-04:decoy-observation,workforce-overtime-vs-delegation,high_to_low,34,20.75,2.75,18.0,20.375,17.625
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-pricing_billing-set_promotion_discount_value-04:decoy-observation,pricing-promotion-vs-contract,high_to_low,35,22.1875,3.625,18.5625,22.1875,18.5625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-record_tax_basis-04:decoy-observation,finance-fee-vs-tax-basis,high_to_low,33,23.625,7.0,16.625,23.4375,16.4375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_case_priority-00:decoy-observation,support-priority-vs-escalation,high_to_low,31,22.4375,4.5,17.9375,22.0,17.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_remediation_owner-02:decoy-observation,compliance-owner-vs-filing,high_to_low,32,22.3125,4.625,17.6875,22.0,17.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_case_contact_channel-02:decoy-observation,support-action-vs-channel,high_to_low,35,22.4375,5.875,16.5625,22.4375,16.5625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_tax_rate-03:decoy-observation,pricing-tax-vs-shipping,high_to_low,27,20.5,3.25,17.25,17.875,14.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-activate_margin_floor-00:decoy-observation,pricing-list-vs-margin,high_to_low,25,23.0625,3.375,19.6875,19.375,16.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_citation_target-02:decoy-observation,contracts-citation-vs-signature,high_to_low,23,22.125,2.875,19.25,16.375,13.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-03:decoy-observation,procurement-contract-vs-receipt,high_to_low,32,22.375,2.25,20.125,21.75,19.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_sla_duration_minutes-04:decoy-observation,support-owner-vs-sla,high_to_low,22,23.125,5.125,18.0,16.625,11.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_supplier_transit_days-04:decoy-observation,procurement-approval-vs-transit,high_to_low,23,20.75,1.875,18.875,17.0,15.125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_safety_stock_floor-03:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,34,21.875,2.125,19.75,21.6875,19.5625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-03:decoy-observation,procurement-contract-vs-receipt,high_to_low,34,22.375,2.25,20.125,22.1875,19.9375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_warehouse_capacity_volume-02:decoy-observation,inventory-stock-vs-capacity,high_to_low,30,22.4375,2.25,20.1875,22.0,19.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-01:decoy-observation,inventory-source-cost-vs-expiry,high_to_low,21,21.375,0.875,20.5,13.875,13.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_next_case_action-04:decoy-observation,support-action-vs-channel,high_to_low,22,24.125,6.875,17.25,18.5,11.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_obligation_party-01:decoy-observation,contracts-clause-vs-obligation,high_to_low,29,22.75,2.75,20.0,21.5,18.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_assigned_role-02:decoy-observation,compliance-role-vs-retention,high_to_low,22,22.0,6.25,15.75,17.0,10.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_journal_debit_amount-02:decoy-observation,finance-journal-vs-audit-event,high_to_low,24,22.9375,4.125,18.8125,18.0,13.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_next_case_action-04:decoy-observation,support-action-vs-channel,high_to_low,29,24.125,6.875,17.25,22.5625,15.6875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_budget_planned_amount-01:decoy-observation,finance-statement-vs-budget,high_to_low,26,23.25,3.5,19.75,19.875,16.375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_assigned_role-00:decoy-observation,compliance-role-vs-retention,high_to_low,28,22.3125,5.25,17.0625,20.8125,15.5625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_citation_target-02:decoy-observation,contracts-citation-vs-signature,high_to_low,25,22.125,2.875,19.25,17.75,14.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-customer_support-set_next_case_action-02:decoy-observation,support-action-vs-channel,high_to_low,22,22.625,7.25,15.375,17.75,10.5
qwen3-4b,semantic,decoy-success-vs-failure,confirmation,semantic:stateful-inventory_fulfillment-set_safety_stock_floor-01:decoy-observation,inventory-policy-floor-vs-cover,high_to_low,35,21.4375,2.5,18.9375,21.4375,18.9375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_delegation_allowed_actions-01:decoy-observation,workforce-overtime-vs-delegation,high_to_low,34,21.0,3.125,17.875,20.625,17.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_contract_adjustment_value-04:decoy-observation,pricing-promotion-vs-contract,high_to_low,30,21.75,4.0,17.75,21.125,17.125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_role_assignment_priority-04:decoy-observation,workforce-access-vs-role,high_to_low,19,22.75,4.125,18.625,8.125,4.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-procurement_suppliers-set_supplier_transit_days-04:decoy-observation,procurement-approval-vs-transit,high_to_low,29,20.75,1.875,18.875,19.75,17.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-workforce_access-set_access_minimum_clearance-00:decoy-observation,workforce-access-vs-role,high_to_low,27,23.875,2.25,21.625,21.1875,18.9375
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_service_fee_value-00:decoy-observation,pricing-fee-vs-discount,high_to_low,35,23.0,2.0,21.0,23.0,21.0
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-inventory_fulfillment-apply_sales_reservation-01:decoy-observation,inventory-reservation-vs-count,high_to_low,35,23.75,-1.125,24.875,23.75,24.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_account_hold_amount-01:decoy-observation,finance-ledger-vs-hold,high_to_low,30,23.9375,4.375,19.5625,23.0,18.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_audit_event_reference-04:decoy-observation,finance-journal-vs-audit-event,high_to_low,29,23.375,6.25,17.125,22.0625,15.8125
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_contract_deadline_offset-04:decoy-observation,contracts-deadline-vs-version,high_to_low,23,24.1875,2.125,22.0625,17.875,15.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_service_fee_value-00:decoy-observation,pricing-fee-vs-discount,high_to_low,20,23.0,2.0,21.0,12.875,10.875
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_journal_debit_amount-01:decoy-observation,finance-journal-vs-audit-event,high_to_low,28,23.6875,4.125,19.5625,21.75,17.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-compliance_audit-set_control_evidence_status-03:decoy-observation,compliance-control-vs-exception,high_to_low,25,21.75,5.625,16.125,18.375,12.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-contracts_documents-set_revision_approval-01:decoy-observation,contracts-deadline-vs-version,high_to_low,19,21.25,2.75,18.5,10.375,7.625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_credit_adjustment_value-01:decoy-observation,pricing-credit-vs-fx,high_to_low,33,22.375,4.625,17.75,22.1875,17.5625
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-activate_list_price-00:decoy-observation,pricing-list-vs-margin,high_to_low,30,23.875,2.0,21.875,23.5,21.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_credit_adjustment_value-04:decoy-observation,pricing-credit-vs-fx,high_to_low,27,22.5,3.75,18.75,19.5,15.75
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-finance_ledger-set_payment_status_code-02:decoy-observation,finance-fx-vs-payment,high_to_low,35,22.875,6.375,16.5,22.875,16.5
qwen3-4b,semantic,decoy-success-vs-failure,external_confirmation,semantic:stateful-pricing_billing-set_credit_adjustment_value-02:decoy-observation,pricing-credit-vs-fx,high_to_low,26,21.625,4.75,16.875,18.125,13.375
