family,model_key,pair_id,cluster_id,control,direction,activation_donor_pair_id,clean_recipient_margin,clean_reference_paired_donor_margin,patched_margin,donor_aligned_effect,clean_gap_abs
structural,qwen3-8b,structural:customer_support-contact_channel-02:sub-operations-no-last:after_penultimate_success,resolve_contact_channel,same_condition_token_matched,high_to_low,structural:customer_support-next_action-01:sub-operations-no-last:after_penultimate_success,-11.25,23.75,-13.75,-2.5,35.0
structural,qwen3-8b,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-last:after_penultimate_success,resolve_receipt_variance,same_condition_token_matched,high_to_low,structural:procurement_suppliers-quote_rank-02:sub-operations-no-last:after_penultimate_success,-20.25,39.0,16.25,36.5,59.25
structural,qwen3-8b,structural:workforce_access-leave_balance-00:sub-operations-no-last:after_penultimate_success,resolve_leave_balance,same_condition_token_matched,high_to_low,structural:workforce_access-training_requirement-02:sub-operations-no-last:after_penultimate_success,-19.5,32.375,3.75,23.25,51.875
structural,qwen3-8b,structural:pricing_billing-promotional_price-02:sub-operations-no-last:after_penultimate_success,resolve_promotional_price,same_condition_token_matched,high_to_low,structural:pricing_billing-currency_amount-04:sub-operations-no-last:after_penultimate_success,16.0,27.125,-20.0,-36.0,11.125
structural,qwen3-8b,structural:inventory_fulfillment-pick_location-03:sub-operations-no-last:after_penultimate_success,resolve_pick_location,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-replenishment_source-03:sub-operations-no-last:after_penultimate_success,-19.75,20.0,-5.0,14.75,39.75
structural,qwen3-8b,structural:procurement_suppliers-contract_compliance-00:sub-operations-no-last:after_penultimate_success,resolve_contract_compliance,same_condition_token_matched,high_to_low,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-no-last:after_penultimate_success,-16.5,33.5,-12.75,3.75,50.0
structural,qwen3-8b,structural:contracts_documents-effective_clause-01:sub-operations-no-last:after_penultimate_success,resolve_effective_clause,same_condition_token_matched,high_to_low,structural:contracts_documents-contract_deadline-04:sub-operations-no-last:after_penultimate_success,17.0,34.0,15.25,-1.75,17.0
structural,qwen3-8b,structural:procurement_suppliers-return_authorization-02:sub-operations-no-last:after_penultimate_success,resolve_return_authorization,same_condition_token_matched,high_to_low,structural:procurement_suppliers-quote_rank-03:sub-operations-no-last:after_penultimate_success,-18.75,27.75,18.25,37.0,46.5
structural,qwen3-8b,structural:compliance_audit-filing_readiness-04:sub-operations-no-last:after_penultimate_success,resolve_filing_readiness,same_condition_token_matched,high_to_low,structural:compliance_audit-retention_deadline-02:sub-operations-no-last:after_penultimate_success,-13.25,26.875,-6.0,7.25,40.125
structural,qwen3-8b,structural:workforce_access-oncall_assignment-03:sub-operations-no-last:after_penultimate_success,resolve_oncall_assignment,same_condition_token_matched,high_to_low,structural:workforce_access-leave_balance-02:sub-operations-no-last:after_penultimate_success,-10.0,34.25,-21.25,-11.25,44.25
structural,qwen3-8b,structural:procurement_suppliers-expedite_decision-01:sub-operations-no-last:after_penultimate_success,resolve_expedite_decision,same_condition_token_matched,high_to_low,structural:procurement_suppliers-contract_compliance-03:sub-operations-no-last:after_penultimate_success,-0.5,27.5,-21.0,-20.5,28.0
structural,qwen3-8b,structural:finance_ledger-tax_basis-00:sub-operations-no-last:after_penultimate_success,resolve_tax_basis,same_condition_token_matched,high_to_low,structural:finance_ledger-budget_variance-04:sub-operations-no-last:after_penultimate_success,-17.0,19.75,4.75,21.75,36.75
structural,qwen3-8b,structural:compliance_audit-exception_expiry-01:sub-operations-no-last:after_penultimate_success,resolve_exception_expiry,same_condition_token_matched,high_to_low,structural:compliance_audit-audit_sample-00:sub-operations-no-last:after_penultimate_success,-13.0,26.25,7.5,20.5,39.25
structural,qwen3-8b,structural:workforce_access-leave_balance-03:sub-operations-no-last:after_penultimate_success,resolve_leave_balance,same_condition_token_matched,high_to_low,structural:workforce_access-badge_expiry-04:sub-operations-no-last:after_penultimate_success,-21.5,31.375,-14.0,7.5,52.875
structural,qwen3-8b,structural:inventory_fulfillment-transferable_units-04:sub-operations-no-last:after_penultimate_success,resolve_transferable_units,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-backorder_priority-04:sub-operations-no-last:after_penultimate_success,20.0,38.875,-3.5,-23.5,18.875
structural,qwen3-8b,structural:workforce_access-badge_expiry-00:sub-operations-no-last:after_penultimate_success,resolve_badge_expiry,same_condition_token_matched,high_to_low,structural:workforce_access-leave_balance-01:sub-operations-no-last:after_penultimate_success,-13.25,29.75,-16.75,-3.5,43.0
structural,qwen3-8b,structural:pricing_billing-order_total-01:sub-operations-no-last:after_penultimate_success,resolve_order_total,same_condition_token_matched,high_to_low,structural:pricing_billing-shipping_charge-04:sub-operations-no-last:after_penultimate_success,-3.0,23.0,-5.25,-2.25,26.0
structural,qwen3-8b,structural:finance_ledger-book_balance-00:sub-operations-no-last:after_penultimate_success,resolve_book_balance,same_condition_token_matched,high_to_low,structural:finance_ledger-reconciliation_status-04:sub-operations-no-last:after_penultimate_success,-2.25,28.5,-6.75,-4.5,30.75
structural,qwen3-8b,structural:procurement_suppliers-purchase_limit-01:sub-operations-no-last:after_penultimate_success,resolve_purchase_limit,same_condition_token_matched,high_to_low,structural:procurement_suppliers-contract_compliance-04:sub-operations-no-last:after_penultimate_success,-4.75,35.125,-8.0,-3.25,39.875
structural,qwen3-8b,structural:workforce_access-role_assignment-00:sub-operations-no-last:after_penultimate_success,resolve_role_assignment,same_condition_token_matched,high_to_low,structural:workforce_access-access_decision-00:sub-operations-no-last:after_penultimate_success,-16.5,21.5,-13.25,3.25,38.0
structural,qwen3-8b,structural:finance_ledger-transaction_fee-00:sub-operations-no-last:after_penultimate_success,resolve_transaction_fee,same_condition_token_matched,high_to_low,structural:finance_ledger-budget_variance-04:sub-operations-no-last:after_penultimate_success,18.75,28.125,4.75,-14.0,9.375
structural,qwen3-8b,structural:workforce_access-badge_expiry-04:sub-operations-no-last:after_penultimate_success,resolve_badge_expiry,same_condition_token_matched,high_to_low,structural:workforce_access-leave_balance-00:sub-operations-no-last:after_penultimate_success,-14.0,21.75,-19.5,-5.5,35.75
structural,qwen3-8b,structural:compliance_audit-risk_rating-02:sub-operations-no-last:after_penultimate_success,resolve_risk_rating,same_condition_token_matched,high_to_low,structural:compliance_audit-retention_deadline-01:sub-operations-no-last:after_penultimate_success,-9.5,34.0,-2.25,7.25,43.5
structural,qwen3-8b,structural:workforce_access-badge_expiry-01:sub-operations-no-last:after_penultimate_success,resolve_badge_expiry,same_condition_token_matched,high_to_low,structural:workforce_access-leave_balance-04:sub-operations-no-last:after_penultimate_success,-16.0,30.625,-18.5,-2.5,46.625
structural,qwen3-8b,structural:customer_support-next_action-04:sub-operations-no-last:after_penultimate_success,resolve_next_action,same_condition_token_matched,high_to_low,structural:customer_support-contact_channel-02:sub-operations-no-last:after_penultimate_success,-16.25,32.375,-11.25,5.0,48.625
structural,qwen3-8b,structural:workforce_access-badge_expiry-03:sub-operations-no-last:after_penultimate_success,resolve_badge_expiry,same_condition_token_matched,high_to_low,structural:workforce_access-leave_balance-02:sub-operations-no-last:after_penultimate_success,-15.75,12.25,-21.25,-5.5,28.0
structural,qwen3-8b,structural:contracts_documents-latest_version-04:sub-operations-no-last:after_penultimate_success,resolve_latest_version,same_condition_token_matched,high_to_low,structural:contracts_documents-signature_status-04:sub-operations-no-last:after_penultimate_success,-12.0,24.0,-19.5,-7.5,36.0
structural,qwen3-8b,structural:compliance_audit-policy_applicability-02:sub-operations-no-last:after_penultimate_success,resolve_policy_applicability,same_condition_token_matched,high_to_low,structural:compliance_audit-risk_rating-01:sub-operations-no-last:after_penultimate_success,-12.25,20.75,-5.5,6.75,33.0
structural,qwen3-8b,structural:inventory_fulfillment-replenishment_source-00:sub-operations-no-last:after_penultimate_success,resolve_replenishment_source,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-expiry_risk-02:sub-operations-no-last:after_penultimate_success,-8.75,8.5,6.5,15.25,17.25
structural,qwen3-8b,structural:pricing_billing-shipping_charge-02:sub-operations-no-last:after_penultimate_success,resolve_shipping_charge,same_condition_token_matched,high_to_low,structural:pricing_billing-tax_amount-03:sub-operations-no-last:after_penultimate_success,-4.5,28.875,-13.0,-8.5,33.375
structural,qwen3-8b,structural:contracts_documents-obligation_owner-02:sub-operations-no-last:after_penultimate_success,resolve_obligation_owner,same_condition_token_matched,high_to_low,structural:contracts_documents-retention_class-00:sub-operations-no-last:after_penultimate_success,-8.75,25.375,9.75,18.5,34.125
structural,qwen3-8b,structural:contracts_documents-latest_version-03:sub-operations-no-last:after_penultimate_success,resolve_latest_version,same_condition_token_matched,high_to_low,structural:contracts_documents-signature_status-04:sub-operations-no-last:after_penultimate_success,-9.0,25.625,-19.5,-10.5,34.625
structural,qwen3-8b,structural:contracts_documents-latest_version-01:sub-operations-no-last:after_penultimate_success,resolve_latest_version,same_condition_token_matched,high_to_low,structural:contracts_documents-retention_class-04:sub-operations-no-last:after_penultimate_success,-6.75,25.875,-7.5,-0.75,32.625
structural,qwen3-8b,structural:procurement_suppliers-return_authorization-03:sub-operations-no-last:after_penultimate_success,resolve_return_authorization,same_condition_token_matched,high_to_low,structural:procurement_suppliers-quote_rank-03:sub-operations-no-last:after_penultimate_success,-17.25,32.625,18.25,35.5,49.875
structural,qwen3-8b,structural:compliance_audit-retention_deadline-01:sub-operations-no-last:after_penultimate_success,resolve_retention_deadline,same_condition_token_matched,high_to_low,structural:compliance_audit-risk_rating-01:sub-operations-no-last:after_penultimate_success,-2.25,33.375,-5.5,-3.25,35.625
structural,qwen3-8b,structural:workforce_access-role_assignment-04:sub-operations-no-last:after_penultimate_success,resolve_role_assignment,same_condition_token_matched,high_to_low,structural:workforce_access-access_decision-00:sub-operations-no-last:after_penultimate_success,6.75,24.5,-13.25,-20.0,17.75
structural,qwen3-8b,structural:pricing_billing-shipping_charge-04:sub-operations-no-last:after_penultimate_success,resolve_shipping_charge,same_condition_token_matched,high_to_low,structural:pricing_billing-tax_amount-00:sub-operations-no-last:after_penultimate_success,-5.25,27.625,-16.25,-11.0,32.875
structural,qwen3-8b,structural:contracts_documents-effective_clause-02:sub-operations-no-last:after_penultimate_success,resolve_effective_clause,same_condition_token_matched,high_to_low,structural:contracts_documents-contract_deadline-00:sub-operations-no-last:after_penultimate_success,6.5,34.375,18.0,11.5,27.875
structural,qwen3-8b,structural:compliance_audit-filing_readiness-01:sub-operations-no-last:after_penultimate_success,resolve_filing_readiness,same_condition_token_matched,high_to_low,structural:compliance_audit-retention_deadline-02:sub-operations-no-last:after_penultimate_success,3.0,23.0,-6.0,-9.0,20.0
structural,qwen3-8b,structural:inventory_fulfillment-capacity_utilization-02:sub-operations-no-last:after_penultimate_success,resolve_capacity_utilization,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-reorder_quantity-01:sub-operations-no-last:after_penultimate_success,-15.25,31.125,4.5,19.75,46.375
structural,qwen3-8b,structural:compliance_audit-evidence_completeness-01:sub-operations-no-last:after_penultimate_success,resolve_evidence_completeness,same_condition_token_matched,high_to_low,structural:compliance_audit-filing_readiness-00:sub-operations-no-last:after_penultimate_success,-13.5,24.5,-15.0,-1.5,38.0
structural,qwen3-8b,structural:procurement_suppliers-lead_time-00:sub-operations-no-last:after_penultimate_success,resolve_lead_time,same_condition_token_matched,high_to_low,structural:procurement_suppliers-vendor_score-00:sub-operations-no-last:after_penultimate_success,4.25,31.5,-17.25,-21.5,27.25
structural,qwen3-8b,structural:customer_support-case_priority-03:sub-operations-no-last:after_penultimate_success,resolve_case_priority,same_condition_token_matched,high_to_low,structural:customer_support-next_action-02:sub-operations-no-last:after_penultimate_success,-4.0,30.125,-12.5,-8.5,34.125
structural,qwen3-8b,structural:finance_ledger-fx_settlement-03:sub-operations-no-last:after_penultimate_success,resolve_fx_settlement,same_condition_token_matched,high_to_low,structural:finance_ledger-book_balance-03:sub-operations-no-last:after_penultimate_success,-2.75,26.125,-5.75,-3.0,28.875
structural,qwen3-8b,structural:inventory_fulfillment-cycle_count_variance-02:sub-operations-no-last:after_penultimate_success,resolve_cycle_count_variance,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-capacity_utilization-04:sub-operations-no-last:after_penultimate_success,-19.25,30.125,-16.25,3.0,49.375
structural,qwen3-8b,structural:workforce_access-leave_balance-01:sub-operations-no-last:after_penultimate_success,resolve_leave_balance,same_condition_token_matched,high_to_low,structural:workforce_access-training_requirement-02:sub-operations-no-last:after_penultimate_success,-16.75,34.125,3.75,20.5,50.875
structural,qwen3-8b,structural:finance_ledger-budget_variance-03:sub-operations-no-last:after_penultimate_success,resolve_budget_variance,same_condition_token_matched,high_to_low,structural:finance_ledger-tax_basis-00:sub-operations-no-last:after_penultimate_success,1.5,27.375,-17.0,-18.5,25.875
structural,qwen3-8b,structural:pricing_billing-shipping_charge-03:sub-operations-no-last:after_penultimate_success,resolve_shipping_charge,same_condition_token_matched,high_to_low,structural:pricing_billing-margin_floor-01:sub-operations-no-last:after_penultimate_success,-7.0,29.5,-5.0,2.0,36.5
structural,qwen3-8b,structural:procurement_suppliers-lead_time-02:sub-operations-no-last:after_penultimate_success,resolve_lead_time,same_condition_token_matched,high_to_low,structural:procurement_suppliers-vendor_score-02:sub-operations-no-last:after_penultimate_success,7.25,33.875,-13.25,-20.5,26.625
structural,qwen3-8b,structural:workforce_access-oncall_assignment-00:sub-operations-no-last:after_penultimate_success,resolve_oncall_assignment,same_condition_token_matched,high_to_low,structural:workforce_access-badge_expiry-02:sub-operations-no-last:after_penultimate_success,8.25,29.75,-17.75,-26.0,21.5
structural,qwen3-8b,structural:compliance_audit-retention_deadline-04:sub-operations-no-last:after_penultimate_success,resolve_retention_deadline,same_condition_token_matched,high_to_low,structural:compliance_audit-risk_rating-03:sub-operations-no-last:after_penultimate_success,13.25,29.375,-3.25,-16.5,16.125
structural,qwen3-8b,structural:contracts_documents-amendment_impact-04:sub-operations-no-last:after_penultimate_success,resolve_amendment_impact,same_condition_token_matched,high_to_low,structural:contracts_documents-effective_clause-02:sub-operations-no-last:after_penultimate_success,17.5,31.0,6.5,-11.0,13.5
structural,qwen3-8b,structural:workforce_access-training_requirement-03:sub-operations-no-last:after_penultimate_success,resolve_training_requirement,same_condition_token_matched,high_to_low,structural:workforce_access-oncall_assignment-01:sub-operations-no-last:after_penultimate_success,7.25,35.375,-4.5,-11.75,28.125
structural,qwen3-8b,structural:compliance_audit-remediation_owner-02:sub-operations-no-last:after_penultimate_success,resolve_remediation_owner,same_condition_token_matched,high_to_low,structural:compliance_audit-filing_readiness-03:sub-operations-no-last:after_penultimate_success,-14.0,20.0,-1.25,12.75,34.0
structural,qwen3-8b,structural:pricing_billing-tax_amount-03:sub-operations-no-last:after_penultimate_success,resolve_tax_amount,same_condition_token_matched,high_to_low,structural:pricing_billing-shipping_charge-02:sub-operations-no-last:after_penultimate_success,-13.0,26.125,-4.5,8.5,39.125
structural,qwen3-8b,structural:inventory_fulfillment-sellable_units-04:sub-operations-no-last:after_penultimate_success,resolve_sellable_units,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-capacity_utilization-01:sub-operations-no-last:after_penultimate_success,-10.5,37.5,-18.0,-7.5,48.0
structural,qwen3-8b,structural:procurement_suppliers-expedite_decision-03:sub-operations-no-last:after_penultimate_success,resolve_expedite_decision,same_condition_token_matched,high_to_low,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-no-last:after_penultimate_success,2.25,25.25,-12.75,-15.0,23.0
structural,qwen3-8b,structural:workforce_access-oncall_assignment-02:sub-operations-no-last:after_penultimate_success,resolve_oncall_assignment,same_condition_token_matched,high_to_low,structural:workforce_access-offboarding_actions-01:sub-operations-no-last:after_penultimate_success,-7.25,34.0,-15.0,-7.75,41.25
structural,qwen3-8b,structural:contracts_documents-amendment_impact-03:sub-operations-no-last:after_penultimate_success,resolve_amendment_impact,same_condition_token_matched,high_to_low,structural:contracts_documents-effective_clause-02:sub-operations-no-last:after_penultimate_success,1.25,33.5,6.5,5.25,32.25
structural,qwen3-8b,structural:procurement_suppliers-vendor_score-00:sub-operations-no-last:after_penultimate_success,resolve_vendor_score,same_condition_token_matched,high_to_low,structural:procurement_suppliers-lead_time-00:sub-operations-no-last:after_penultimate_success,-17.25,25.375,4.25,21.5,42.625
structural,qwen3-8b,structural:inventory_fulfillment-replenishment_source-04:sub-operations-no-last:after_penultimate_success,resolve_replenishment_source,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-reorder_quantity-02:sub-operations-no-last:after_penultimate_success,-7.25,21.75,21.75,29.0,29.0
structural,qwen3-8b,structural:pricing_billing-currency_amount-00:sub-operations-no-last:after_penultimate_success,resolve_currency_amount,same_condition_token_matched,high_to_low,structural:pricing_billing-margin_floor-01:sub-operations-no-last:after_penultimate_success,-20.75,13.5,-5.0,15.75,34.25
structural,qwen3-8b,structural:workforce_access-shift_eligibility-03:sub-operations-no-last:after_penultimate_success,resolve_shift_eligibility,same_condition_token_matched,high_to_low,structural:workforce_access-badge_expiry-01:sub-operations-no-last:after_penultimate_success,17.5,44.0,-16.0,-33.5,26.5
structural,qwen3-8b,structural:procurement_suppliers-quote_rank-02:sub-operations-no-last:after_penultimate_success,resolve_quote_rank,same_condition_token_matched,high_to_low,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-last:after_penultimate_success,16.25,33.625,-20.25,-36.5,17.375
structural,qwen3-8b,structural:contracts_documents-amendment_impact-01:sub-operations-no-last:after_penultimate_success,resolve_amendment_impact,same_condition_token_matched,high_to_low,structural:contracts_documents-effective_clause-01:sub-operations-no-last:after_penultimate_success,16.5,30.5,17.0,0.5,14.0
structural,qwen3-8b,structural:procurement_suppliers-supplier_eligibility-03:sub-operations-no-last:after_penultimate_success,resolve_supplier_eligibility,same_condition_token_matched,high_to_low,structural:procurement_suppliers-contract_compliance-00:sub-operations-no-last:after_penultimate_success,-10.0,29.375,-16.5,-6.5,39.375
structural,qwen3-8b,structural:procurement_suppliers-purchase_limit-03:sub-operations-no-last:after_penultimate_success,resolve_purchase_limit,same_condition_token_matched,high_to_low,structural:procurement_suppliers-contract_compliance-04:sub-operations-no-last:after_penultimate_success,-16.0,28.625,-8.0,8.0,44.625
structural,qwen3-8b,structural:inventory_fulfillment-backorder_priority-02:sub-operations-no-last:after_penultimate_success,resolve_backorder_priority,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-transferable_units-04:sub-operations-no-last:after_penultimate_success,-16.0,19.5,20.0,36.0,35.5
structural,qwen3-8b,structural:workforce_access-shift_eligibility-01:sub-operations-no-last:after_penultimate_success,resolve_shift_eligibility,same_condition_token_matched,high_to_low,structural:workforce_access-offboarding_actions-01:sub-operations-no-last:after_penultimate_success,-3.5,40.5,-15.0,-11.5,44.0
structural,qwen3-8b,structural:contracts_documents-amendment_impact-02:sub-operations-no-last:after_penultimate_success,resolve_amendment_impact,same_condition_token_matched,high_to_low,structural:contracts_documents-effective_clause-01:sub-operations-no-last:after_penultimate_success,16.0,32.125,17.0,1.0,16.125
structural,qwen3-8b,structural:compliance_audit-segregation_conflict-00:sub-operations-no-last:after_penultimate_success,resolve_segregation_conflict,same_condition_token_matched,high_to_low,structural:compliance_audit-filing_readiness-00:sub-operations-no-last:after_penultimate_success,-14.0,24.75,-15.0,-1.0,38.75
structural,qwen3-8b,structural:compliance_audit-segregation_conflict-02:sub-operations-no-last:after_penultimate_success,resolve_segregation_conflict,same_condition_token_matched,high_to_low,structural:compliance_audit-retention_deadline-03:sub-operations-no-last:after_penultimate_success,-15.5,24.5,8.25,23.75,40.0
structural,qwen3-8b,structural:workforce_access-leave_balance-04:sub-operations-no-last:after_penultimate_success,resolve_leave_balance,same_condition_token_matched,high_to_low,structural:workforce_access-badge_expiry-01:sub-operations-no-last:after_penultimate_success,-18.5,16.25,-16.0,2.5,34.75
structural,qwen3-8b,structural:contracts_documents-section_summary-01:sub-operations-no-last:after_penultimate_success,resolve_section_summary,same_condition_token_matched,high_to_low,structural:contracts_documents-citation_target-01:sub-operations-no-last:after_penultimate_success,-16.75,19.5,-14.25,2.5,36.25
structural,qwen3-8b,structural:pricing_billing-shipping_charge-01:sub-operations-no-last:after_penultimate_success,resolve_shipping_charge,same_condition_token_matched,high_to_low,structural:pricing_billing-currency_amount-00:sub-operations-no-last:after_penultimate_success,4.25,24.0,-20.75,-25.0,19.75
structural,qwen3-8b,structural:compliance_audit-segregation_conflict-01:sub-operations-no-last:after_penultimate_success,resolve_segregation_conflict,same_condition_token_matched,high_to_low,structural:compliance_audit-retention_deadline-03:sub-operations-no-last:after_penultimate_success,-15.0,25.25,8.25,23.25,40.25
structural,qwen3-8b,structural:finance_ledger-book_balance-03:sub-operations-no-last:after_penultimate_success,resolve_book_balance,same_condition_token_matched,high_to_low,structural:finance_ledger-fx_settlement-04:sub-operations-no-last:after_penultimate_success,-5.75,41.875,6.75,12.5,47.625
structural,qwen3-8b,structural:compliance_audit-policy_applicability-03:sub-operations-no-last:after_penultimate_success,resolve_policy_applicability,same_condition_token_matched,high_to_low,structural:compliance_audit-remediation_owner-00:sub-operations-no-last:after_penultimate_success,-12.0,17.75,-16.75,-4.75,29.75
structural,qwen3-8b,structural:customer_support-escalation_target-00:sub-operations-no-last:after_penultimate_success,resolve_escalation_target,same_condition_token_matched,high_to_low,structural:customer_support-case_priority-02:sub-operations-no-last:after_penultimate_success,-14.0,21.0,6.0,20.0,35.0
structural,qwen3-8b,structural:pricing_billing-tax_amount-00:sub-operations-no-last:after_penultimate_success,resolve_tax_amount,same_condition_token_matched,high_to_low,structural:pricing_billing-shipping_charge-00:sub-operations-no-last:after_penultimate_success,-16.25,27.5,0.5,16.75,43.75
structural,qwen3-8b,structural:contracts_documents-signature_status-04:sub-operations-no-last:after_penultimate_success,resolve_signature_status,same_condition_token_matched,high_to_low,structural:contracts_documents-latest_version-03:sub-operations-no-last:after_penultimate_success,-19.5,18.25,-9.0,10.5,37.75
structural,qwen3-8b,structural:finance_ledger-book_balance-02:sub-operations-no-last:after_penultimate_success,resolve_book_balance,same_condition_token_matched,high_to_low,structural:finance_ledger-budget_variance-01:sub-operations-no-last:after_penultimate_success,-21.5,16.75,3.75,25.25,38.25
structural,qwen3-8b,structural:contracts_documents-citation_target-00:sub-operations-no-last:after_penultimate_success,resolve_citation_target,same_condition_token_matched,high_to_low,structural:contracts_documents-section_summary-01:sub-operations-no-last:after_penultimate_success,-13.75,30.5,-16.75,-3.0,44.25
structural,qwen3-8b,structural:workforce_access-offboarding_actions-01:sub-operations-no-last:after_penultimate_success,resolve_offboarding_actions,same_condition_token_matched,high_to_low,structural:workforce_access-oncall_assignment-02:sub-operations-no-last:after_penultimate_success,-15.0,29.75,-7.25,7.75,44.75
structural,qwen3-8b,structural:compliance_audit-evidence_completeness-00:sub-operations-no-last:after_penultimate_success,resolve_evidence_completeness,same_condition_token_matched,high_to_low,structural:compliance_audit-remediation_owner-02:sub-operations-no-last:after_penultimate_success,-11.5,28.125,-14.0,-2.5,39.625
structural,qwen3-8b,structural:compliance_audit-filing_readiness-00:sub-operations-no-last:after_penultimate_success,resolve_filing_readiness,same_condition_token_matched,high_to_low,structural:compliance_audit-remediation_owner-04:sub-operations-no-last:after_penultimate_success,-15.0,26.375,-16.5,-1.5,41.375
structural,qwen3-8b,structural:finance_ledger-transaction_fee-03:sub-operations-no-last:after_penultimate_success,resolve_transaction_fee,same_condition_token_matched,high_to_low,structural:finance_ledger-budget_variance-00:sub-operations-no-last:after_penultimate_success,-12.25,24.625,-7.5,4.75,36.875
structural,qwen3-8b,structural:workforce_access-training_requirement-04:sub-operations-no-last:after_penultimate_success,resolve_training_requirement,same_condition_token_matched,high_to_low,structural:workforce_access-access_decision-04:sub-operations-no-last:after_penultimate_success,-4.5,31.375,-22.25,-17.75,35.875
structural,qwen3-8b,structural:workforce_access-access_decision-04:sub-operations-no-last:after_penultimate_success,resolve_access_decision,same_condition_token_matched,high_to_low,structural:workforce_access-training_requirement-04:sub-operations-no-last:after_penultimate_success,-22.25,29.0,-4.5,17.75,51.25
structural,qwen3-8b,structural:compliance_audit-audit_sample-00:sub-operations-no-last:after_penultimate_success,resolve_audit_sample,same_condition_token_matched,high_to_low,structural:compliance_audit-exception_expiry-02:sub-operations-no-last:after_penultimate_success,7.5,33.125,-16.25,-23.75,25.625
structural,qwen3-8b,structural:procurement_suppliers-quote_rank-03:sub-operations-no-last:after_penultimate_success,resolve_quote_rank,same_condition_token_matched,high_to_low,structural:procurement_suppliers-return_authorization-02:sub-operations-no-last:after_penultimate_success,18.25,37.0,-18.75,-37.0,18.75
structural,qwen3-8b,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-no-last:after_penultimate_success,resolve_supplier_eligibility,same_condition_token_matched,high_to_low,structural:procurement_suppliers-expedite_decision-03:sub-operations-no-last:after_penultimate_success,-12.75,33.125,2.25,15.0,45.875
structural,qwen3-8b,structural:procurement_suppliers-quote_rank-04:sub-operations-no-last:after_penultimate_success,resolve_quote_rank,same_condition_token_matched,high_to_low,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-last:after_penultimate_success,-13.25,34.75,-20.25,-7.0,48.0
structural,qwen3-8b,structural:finance_ledger-transaction_fee-01:sub-operations-no-last:after_penultimate_success,resolve_transaction_fee,same_condition_token_matched,high_to_low,structural:finance_ledger-available_balance-01:sub-operations-no-last:after_penultimate_success,-4.0,27.875,-7.75,-3.75,31.875
structural,qwen3-8b,structural:finance_ledger-budget_variance-01:sub-operations-no-last:after_penultimate_success,resolve_budget_variance,same_condition_token_matched,high_to_low,structural:finance_ledger-book_balance-02:sub-operations-no-last:after_penultimate_success,3.75,25.375,-21.5,-25.25,21.625
structural,qwen3-8b,structural:customer_support-case_priority-02:sub-operations-no-last:after_penultimate_success,resolve_case_priority,same_condition_token_matched,high_to_low,structural:customer_support-next_action-02:sub-operations-no-last:after_penultimate_success,6.0,24.75,-12.5,-18.5,18.75
structural,qwen3-8b,structural:compliance_audit-retention_deadline-03:sub-operations-no-last:after_penultimate_success,resolve_retention_deadline,same_condition_token_matched,high_to_low,structural:compliance_audit-policy_applicability-03:sub-operations-no-last:after_penultimate_success,8.25,28.125,-12.0,-20.25,19.875
structural,qwen3-8b,structural:inventory_fulfillment-capacity_utilization-04:sub-operations-no-last:after_penultimate_success,resolve_capacity_utilization,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-reorder_quantity-02:sub-operations-no-last:after_penultimate_success,-16.25,30.125,22.0,38.25,46.375
structural,qwen3-8b,structural:contracts_documents-contract_deadline-04:sub-operations-no-last:after_penultimate_success,resolve_contract_deadline,same_condition_token_matched,high_to_low,structural:contracts_documents-latest_version-03:sub-operations-no-last:after_penultimate_success,15.25,23.875,-9.0,-24.25,8.625
structural,qwen3-8b,structural:inventory_fulfillment-expiry_risk-02:sub-operations-no-last:after_penultimate_success,resolve_expiry_risk,same_condition_token_matched,high_to_low,structural:inventory_fulfillment-reorder_quantity-01:sub-operations-no-last:after_penultimate_success,6.5,30.0,4.5,-2.0,23.5
structural,qwen3-8b,structural:compliance_audit-exception_expiry-02:sub-operations-no-last:after_penultimate_success,resolve_exception_expiry,same_condition_token_matched,high_to_low,structural:compliance_audit-audit_sample-00:sub-operations-no-last:after_penultimate_success,-16.25,22.5,7.5,23.75,38.75
structural,qwen3-8b,structural:contracts_documents-contract_deadline-00:sub-operations-no-last:after_penultimate_success,resolve_contract_deadline,same_condition_token_matched,high_to_low,structural:contracts_documents-retention_class-02:sub-operations-no-last:after_penultimate_success,18.0,24.75,-12.0,-30.0,6.75
structural,qwen3-8b,structural:contracts_documents-amendment_impact-00:sub-operations-no-last:after_penultimate_success,resolve_amendment_impact,same_condition_token_matched,high_to_low,structural:contracts_documents-effective_clause-00:sub-operations-no-last:after_penultimate_success,0.25,32.375,3.25,3.0,32.125
